Ship_Name,Port_Name,ETA_Planned,Optimized_Priority,Queue_Time,Actual_Arrival,Actual_Berth,Actual_Departure,Delay_Hours,Waiting_Time_Hours
KM LAMBELU,MAKASSAR,2025-06-30 17:00:00,0.3947915889101849,2025-06-30 07:31:30.006718162,2025-06-30 17:00:00,2025-06-30 17:00:00,2025-06-30 20:00:00,0.0,0.0
KM LABOBAR,TANJUNG PRIOK,2025-06-30 19:00:00,0.3661518625437523,2025-06-30 10:12:44.479076220,2025-06-30 19:00:00,2025-06-30 19:00:00,2025-07-01 13:00:00,0.0,0.0
KM TILONGKABILA,LUWUK,2025-07-01 07:00:00,0.7796672281222679,2025-06-30 12:17:16.751490238,2025-07-01 07:00:00,2025-07-01 07:00:00,2025-07-01 10:00:00,0.0,0.0
KM SINABUNG,JAYAPURA,2025-07-01 07:00:00,0.668191103353986,2025-06-30 14:57:48.288670215,2025-07-01 07:00:00,2025-07-01 07:00:00,2025-07-01 13:00:00,0.0,0.0
KM CIREMAI,MAKASSAR,2025-07-01 03:00:00,0.5001177776604594,2025-06-30 14:59:49.824010137,2025-07-01 03:00:00,2025-07-01 03:00:00,2025-07-01 07:00:00,0.0,0.0
KM DOROLONDA,SORONG,2025-07-01 01:00:00,0.3735284680194199,2025-06-30 16:02:07.140363123,2025-07-01 01:00:00,2025-07-01 01:00:00,2025-07-01 04:00:00,0.0,0.0
KM AWU,BIMA,2025-07-01 06:00:00,0.556161345129055,2025-06-30 16:39:07.659780851,2025-07-01 06:00:00,2025-07-01 06:00:00,2025-07-01 08:00:00,0.0,0.0
KM NGGAPULU,NAMLEA,2025-07-01 04:00:00,0.3947039181090129,2025-06-30 18:31:37.581475383,2025-07-01 04:00:00,2025-07-01 04:00:00,2025-07-01 06:00:00,0.0,0.0
KM KELIMUTU,SURABAYA,2025-07-01 09:00:00,0.5477111665385771,2025-06-30 19:51:17.755211067,2025-07-01 09:00:00,2025-07-01 09:00:00,2025-07-01 13:00:00,0.0,0.0
KM LAMBELU,BAU-BAU,2025-07-01 11:00:00,0.4923171075524975,2025-06-30 23:11:03.801907464,2025-07-01 11:00:00,2025-07-01 11:00:00,2025-07-01 13:00:00,0.0,0.0
KM SANGIANG,TERNATE,2025-07-01 16:00:00,0.6863300895748322,2025-06-30 23:31:41.080260735,2025-07-01 16:00:00,2025-07-01 16:00:00,2025-07-01 19:00:00,0.0,0.0
KM JETLINER,WANCI,2025-07-01 06:00:00,0.2671872387544237,2025-06-30 23:35:15.022571619,2025-07-01 06:00:00,2025-07-01 06:00:00,2025-07-01 08:00:00,0.0,0.0
KM TATAMAILAU,SORONG,2025-07-01 16:00:00,0.6376393531586027,2025-07-01 00:41:47.959887099,2025-07-01 16:00:00,2025-07-01 16:00:00,2025-07-01 18:00:00,0.0,0.0
KM DOROLONDA,MANOKWARI,2025-07-01 17:00:00,0.5584464077322071,2025-07-01 03:35:50.230371938,2025-07-01 17:00:00,2025-07-01 17:00:00,2025-07-01 19:00:00,0.0,0.0
KM JETLINER,KENDARI,2025-07-01 21:00:00,0.710229559884499,2025-07-01 03:57:16.166025980,2025-07-01 21:00:00,2025-07-01 21:00:00,2025-07-01 23:00:00,0.0,0.0
KM WILIS,BATULICIN,2025-07-01 15:00:00,0.4477082181857186,2025-07-01 04:15:18.009948755,2025-07-01 15:00:00,2025-07-01 15:00:00,2025-07-02 20:00:00,0.0,0.0
KM NGGAPULU,AMBON,2025-07-01 12:00:00,0.2019941123570091,2025-07-01 07:09:07.708692356,2025-07-01 12:00:00,2025-07-01 12:00:00,2025-07-01 16:00:00,0.0,0.0
KM SIRIMAU,AMBON,2025-07-01 16:00:00,0.3332084014359898,2025-07-01 08:00:10.794115930,2025-07-01 16:00:00,2025-07-01 16:00:00,2025-07-01 19:00:00,0.0,0.0
KM SANGIANG,BACAN,2025-07-02 06:00:00,0.7721049989449823,2025-07-01 11:28:10.128091152,2025-07-02 06:00:00,2025-07-02 06:00:00,2025-07-02 08:00:00,0.0,0.0
KM TILONGKABILA,GORONTALO,2025-07-01 21:00:00,0.3594098620530823,2025-07-01 12:22:26.987918614,2025-07-01 21:00:00,2025-07-01 21:00:00,2025-07-01 23:00:00,0.0,0.0
KM AWU,WAINGAPU,2025-07-01 22:00:00,0.3600060563029676,2025-07-01 13:21:35.476735425,2025-07-01 22:00:00,2025-07-01 22:00:00,2025-07-02 01:00:00,0.0,0.0
KM AWU,ENDE,2025-07-02 10:00:00,0.7185052274463124,2025-07-01 16:45:21.148348641,2025-07-02 10:00:00,2025-07-02 10:00:00,2025-07-02 12:00:00,0.0,0.0
KM CIREMAI,BAU-BAU,2025-07-01 23:00:00,0.2338091449735189,2025-07-01 17:23:18.889874290,2025-07-01 23:00:00,2025-07-01 23:00:00,2025-07-02 01:00:00,0.0,0.0
KM SINABUNG,BIAK,2025-07-02 10:00:00,0.6646930728186827,2025-07-01 18:02:50.518508468,2025-07-02 10:00:00,2025-07-02 10:00:00,2025-07-02 12:00:00,0.0,0.0
KM DOROLONDA,NABIRE,2025-07-02 05:00:00,0.4323719594442213,2025-07-01 18:37:23.062704021,2025-07-02 05:00:00,2025-07-02 05:00:00,2025-07-02 07:00:00,0.0,0.0
KM NGGAPULU,TERNATE,2025-07-02 12:00:00,0.6687112151074838,2025-07-01 19:57:03.351014712,2025-07-02 12:00:00,2025-07-02 12:00:00,2025-07-02 14:00:00,0.0,0.0
KM TATAMAILAU,FAK-FAK,2025-07-02 11:00:00,0.5711065434718114,2025-07-01 21:17:36.394644038,2025-07-02 11:00:00,2025-07-02 11:00:00,2025-07-02 13:00:00,0.0,0.0
KM JETLINER,RAHA,2025-07-02 07:00:00,0.3643869710274167,2025-07-01 22:15:16.965703232,2025-07-02 07:00:00,2025-07-02 07:00:00,2025-07-02 08:00:00,0.0,0.0
KM LAMBELU,MAUMERE,2025-07-02 02:00:00,0.0838847456849013,2025-07-01 23:59:12.357972824,2025-07-02 02:00:00,2025-07-02 02:00:00,2025-07-02 04:00:00,0.0,0.0
KM DOROLONDA,WAREN,2025-07-02 13:00:00,0.5255537621709185,2025-07-02 00:23:12.154948433,2025-07-02 13:00:00,2025-07-02 13:00:00,2025-07-02 15:00:00,0.0,0.0
KM LAMBELU,LARANTUKA,2025-07-02 09:00:00,0.1750995708258668,2025-07-02 04:47:51.397080645,2025-07-02 09:00:00,2025-07-02 09:00:00,2025-07-02 11:00:00,0.0,0.0
KM JETLINER,KENDARI,2025-07-02 16:00:00,0.4150768200009685,2025-07-02 06:02:17.362751918,2025-07-02 16:00:00,2025-07-02 16:00:00,2025-07-02 18:00:00,0.0,0.0
KM LAMBELU,BAU-BAU,2025-07-02 23:00:00,0.6964289852269447,2025-07-02 06:17:08.535676391,2025-07-02 23:00:00,2025-07-02 23:00:00,2025-07-03 01:00:00,0.0,0.0
KM KELIMUTU,BATULICIN,2025-07-02 20:00:00,0.5178925548312142,2025-07-02 07:34:14.083262584,2025-07-02 20:00:00,2025-07-02 20:00:00,2025-07-03 00:00:00,0.0,0.0
KM NGGAPULU,JAILOLO,2025-07-02 16:00:00,0.2948777639385396,2025-07-02 08:55:22.561195710,2025-07-02 16:00:00,2025-07-02 16:00:00,2025-07-02 18:00:00,0.0,0.0
KM LABOBAR,SURABAYA,2025-07-02 15:00:00,0.2327254259629496,2025-07-02 09:24:52.523196801,2025-07-02 15:00:00,2025-07-02 15:00:00,2025-07-02 19:00:00,0.0,0.0
KM SIRIMAU,WANCI,2025-07-03 00:00:00,0.5730623816173073,2025-07-02 10:14:47.410228266,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 02:00:00,0.0,0.0
KM TATAMAILAU,KAIMANA,2025-07-03 02:00:00,0.6557701678750566,2025-07-02 10:15:41.457495597,2025-07-03 02:00:00,2025-07-03 02:00:00,2025-07-03 04:00:00,0.0,0.0
KM TILONGKABILA,BITUNG,2025-07-02 14:00:00,0.1338579169390703,2025-07-02 10:47:14.675976464,2025-07-02 14:00:00,2025-07-02 14:00:00,2025-07-03 03:00:00,0.0,0.0
KM SINABUNG,NABIRE,2025-07-02 22:00:00,0.3591523345509921,2025-07-02 13:22:49.238294794,2025-07-02 22:00:00,2025-07-02 22:00:00,2025-07-03 00:00:00,0.0,0.0
KM NGGAPULU,BITUNG,2025-07-03 03:00:00,0.3828525355489462,2025-07-02 17:48:41.540928570,2025-07-03 03:00:00,2025-07-03 03:00:00,2025-07-03 12:00:00,0.0,0.0
KM DOROLONDA,JAYAPURA,2025-07-03 10:00:00,0.6566185230559188,2025-07-02 18:14:28.159607969,2025-07-03 10:00:00,2025-07-03 10:00:00,2025-07-03 15:00:00,0.0,0.0
KM AWU,KUPANG,2025-07-03 01:00:00,0.2706566782060696,2025-07-02 18:30:15.263002995,2025-07-03 01:00:00,2025-07-03 01:00:00,2025-07-03 06:00:00,0.0,0.0
KM CIREMAI,AMBON,2025-07-03 03:00:00,0.2999730097298723,2025-07-02 19:48:02.331959339,2025-07-03 03:00:00,2025-07-03 03:00:00,2025-07-03 06:00:00,0.0,0.0
KM SANGIANG,SANANA,2025-07-03 06:00:00,0.4200940303159449,2025-07-02 19:55:03.875780702,2025-07-03 06:00:00,2025-07-03 06:00:00,2025-07-03 08:00:00,0.0,0.0
KM TIDAR,KIJANG,2025-07-03 07:00:00,0.4493021203275011,2025-07-02 20:13:00.296803704,2025-07-03 07:00:00,2025-07-03 07:00:00,2025-07-03 10:00:00,0.0,0.0
KM SIRIMAU,BAU-BAU,2025-07-03 11:00:00,0.5522281549980399,2025-07-02 21:44:47.487408170,2025-07-03 11:00:00,2025-07-03 11:00:00,2025-07-03 14:00:00,0.0,0.0
KM TATAMAILAU,TUAL,2025-07-03 17:00:00,0.7519734821136375,2025-07-02 22:57:09.491145383,2025-07-03 17:00:00,2025-07-03 17:00:00,2025-07-03 20:00:00,0.0,0.0
KM LAMBELU,MAKASSAR,2025-07-03 16:00:00,0.6697469654078232,2025-07-02 23:55:33.862188764,2025-07-03 16:00:00,2025-07-03 16:00:00,2025-07-03 20:00:00,0.0,0.0
KM JETLINER,WANCI,2025-07-03 07:00:00,0.2499695885228812,2025-07-03 01:00:02.627551624,2025-07-03 07:00:00,2025-07-03 07:00:00,2025-07-03 09:00:00,0.0,0.0
KM PANGRANGO,AMBON,2025-07-03 15:00:00,0.5391796492539368,2025-07-03 02:03:34.878304462,2025-07-03 15:00:00,2025-07-03 15:00:00,2025-07-04 16:00:00,0.0,0.0
KM SINABUNG,MANOKWARI,2025-07-03 10:00:00,0.2826972719391022,2025-07-03 03:12:54.955704464,2025-07-03 10:00:00,2025-07-03 10:00:00,2025-07-03 12:00:00,0.0,0.0
KM BK SIGUNTANG,MAKASSAR,2025-07-03 14:00:00,0.3946430940275182,2025-07-03 04:31:42.836676024,2025-07-03 14:00:00,2025-07-03 20:00:00,2025-07-04 12:00:00,6.0,6.0
KM NGGAPULU,JAILOLO,2025-07-03 22:00:00,0.6888647738647397,2025-07-03 05:28:02.083538086,2025-07-03 22:00:00,2025-07-03 22:00:00,2025-07-04 00:00:00,0.0,0.0
KM LABOBAR,MAKASSAR,2025-07-04 00:00:00,0.7699077536487545,2025-07-03 05:31:19.970084748,2025-07-04 00:00:00,2025-07-04 12:00:00,2025-07-04 15:00:00,12.0,12.0
KM SANGIANG,NAMLEA,2025-07-03 21:00:00,0.551832971196065,2025-07-03 07:45:21.631288659,2025-07-03 21:00:00,2025-07-03 21:00:00,2025-07-03 23:00:00,0.0,0.0
KM AWU,KALABAHI,2025-07-03 19:00:00,0.4573472098223904,2025-07-03 08:01:25.201071347,2025-07-03 19:00:00,2025-07-03 19:00:00,2025-07-03 22:00:00,0.0,0.0
KM TILONGKABILA,GORONTALO,2025-07-03 18:00:00,0.3889537390430676,2025-07-03 08:39:54.396946678,2025-07-03 18:00:00,2025-07-03 18:00:00,2025-07-03 20:00:00,0.0,0.0
KM SANGIANG,AMBON,2025-07-04 09:00:00,0.8651499409811352,2025-07-03 12:14:11.045099231,2025-07-04 09:00:00,2025-07-04 16:00:00,2025-07-04 19:00:00,7.0,7.0
KM LAMBELU,PARE-PARE,2025-07-04 01:00:00,0.5301532204543563,2025-07-03 12:16:34.761752742,2025-07-04 01:00:00,2025-07-04 01:00:00,2025-07-04 06:00:00,0.0,0.0
KM JETLINER,KENDARI,2025-07-03 22:00:00,0.3883422676902894,2025-07-03 12:40:47.228071559,2025-07-03 22:00:00,2025-07-03 22:00:00,2025-07-04 17:00:00,0.0,0.0
KM SINABUNG,SORONG,2025-07-04 02:00:00,0.5172997306493952,2025-07-03 13:35:05.303271894,2025-07-04 02:00:00,2025-07-04 02:00:00,2025-07-04 04:00:00,0.0,0.0
KM NGGAPULU,TERNATE,2025-07-04 02:00:00,0.4898716505881858,2025-07-03 14:14:35.089389183,2025-07-04 02:00:00,2025-07-04 02:00:00,2025-07-04 04:00:00,0.0,0.0
KM DOROLONDA,WAREN,2025-07-04 09:00:00,0.7153377136965245,2025-07-03 15:49:54.821536619,2025-07-04 09:00:00,2025-07-04 09:00:00,2025-07-04 11:00:00,0.0,0.0
KM WILIS,MAKASSAR,2025-07-04 02:00:00,0.3538644889687254,2025-07-03 17:30:26.108153104,2025-07-04 02:00:00,2025-07-04 15:00:00,2025-07-04 21:00:00,13.0,13.0
KM KELUD,TANJUNG PRIOK,2025-07-04 04:00:00,0.4320397066838956,2025-07-03 17:37:51.769342514,2025-07-04 04:00:00,2025-07-04 04:00:00,2025-07-04 21:00:00,0.0,0.0
KM CIREMAI,SORONG,2025-07-04 04:00:00,0.3450299675027518,2025-07-03 19:43:09.410807763,2025-07-04 04:00:00,2025-07-04 04:00:00,2025-07-04 06:00:00,0.0,0.0
KM BINAIYA,BENOA,2025-07-04 09:00:00,0.4832411146500057,2025-07-03 21:24:07.967694240,2025-07-04 09:00:00,2025-07-04 09:00:00,2025-07-04 14:00:00,0.0,0.0
KM KELIMUTU,SURABAYA,2025-07-04 07:00:00,0.2730302427173339,2025-07-04 00:26:50.187029223,2025-07-04 07:00:00,2025-07-04 07:00:00,2025-07-04 10:00:00,0.0,0.0
KM AWU,KUPANG,2025-07-04 11:00:00,0.438570052110848,2025-07-04 00:28:27.547497624,2025-07-04 11:00:00,2025-07-04 11:00:00,2025-07-04 16:00:00,0.0,0.0
KM TILONGKABILA,LUWUK,2025-07-04 07:00:00,0.2695607543009721,2025-07-04 00:31:49.950828398,2025-07-04 07:00:00,2025-07-04 07:00:00,2025-07-04 09:00:00,0.0,0.0
KM SIRIMAU,LEWOLEBA,2025-07-04 22:00:00,0.8215721074917396,2025-07-04 02:16:56.169912713,2025-07-04 22:00:00,2025-07-04 22:00:00,2025-07-05 00:00:00,0.0,0.0
KM SIRIMAU,MAUMERE,2025-07-04 10:00:00,0.2485365845104753,2025-07-04 04:02:06.439098297,2025-07-05 00:00:00,2025-07-05 00:00:00,2025-07-05 02:00:00,14.0,0.0
KM DOROLONDA,NABIRE,2025-07-04 17:00:00,0.4648978609271875,2025-07-04 05:50:32.824815890,2025-07-04 17:00:00,2025-07-04 17:00:00,2025-07-04 19:00:00,0.0,0.0
KM TIDAR,TANJUNG PRIOK,2025-07-04 20:00:00,0.5837121460630389,2025-07-04 05:59:27.270580154,2025-07-04 20:00:00,2025-07-04 21:00:00,2025-07-05 02:00:00,1.0,1.0
KM SINABUNG,BACAN,2025-07-04 20:00:00,0.5765337958557385,2025-07-04 06:09:47.480038064,2025-07-04 20:00:00,2025-07-04 20:00:00,2025-07-04 21:00:00,0.0,0.0
KM TATAMAILAU,TIMIKA,2025-07-04 19:00:00,0.5311841242502396,2025-07-04 06:15:05.691664779,2025-07-04 19:00:00,2025-07-04 19:00:00,2025-07-04 21:00:00,0.0,0.0
KM LABOBAR,BAU-BAU,2025-07-04 19:00:00,0.4479234723874923,2025-07-04 08:14:59.411985720,2025-07-04 19:00:00,2025-07-04 19:00:00,2025-07-04 21:00:00,0.0,0.0
KM JETLINER,WANCI,2025-07-05 06:00:00,0.8670042386244154,2025-07-04 09:11:30.833782851,2025-07-05 06:00:00,2025-07-05 06:00:00,2025-07-05 08:00:00,0.0,0.0
KM LAMBELU,BALIKPAPAN,2025-07-04 22:00:00,0.5011632227439448,2025-07-04 09:58:19.497554922,2025-07-04 22:00:00,2025-07-04 22:00:00,2025-07-05 00:00:00,0.0,0.0
KM BK SIGUNTANG,MAUMERE,2025-07-05 00:00:00,0.5492852466262026,2025-07-04 10:49:01.754691496,2025-07-05 00:00:00,2025-07-05 02:00:00,2025-07-05 05:00:00,2.0,2.0
KM LAWIT,KUMAI,2025-07-04 18:00:00,0.2529256727897467,2025-07-04 11:55:47.221870966,2025-07-04 18:00:00,2025-07-04 18:00:00,2025-07-04 21:00:00,0.0,0.0
