Ship,Port,Planned_ETA,Actual_RTA,Actual_ETD,Delay_Hours
KM NGGAPULU,NAMLEA,2025-07-18 22:00:00,2025-07-18 22:00:00,2025-07-19 00:00:00,0.0
KM SINABUNG,NABIRE,2025-07-18 23:00:00,2025-07-18 23:00:00,2025-07-19 01:00:00,0.0
KM LABOBAR,BAU-BAU,2025-07-19 01:00:00,2025-07-19 01:00:00,2025-07-19 03:00:00,0.0
KM TILONGKABILA,KENDARI,2025-07-19 03:00:00,2025-07-19 03:00:00,2025-07-19 07:00:00,0.0
KM DOBONSOLO,TANJUNG PRIOK,2025-07-19 05:00:00,2025-07-19 05:00:00,2025-07-19 05:00:00,0.0
KM DOBONSOLO,TANJUNG PRIOK,2025-07-19 05:00:00,2025-07-19 05:00:00,2025-07-19 16:00:00,0.0
KM PANGRANGO,BANDA,2025-07-19 05:00:00,2025-07-19 05:00:00,2025-07-20 16:00:00,0.0
KM BK SIGUNTANG,MAUMERE,2025-07-19 05:00:00,2025-07-19 05:00:00,2025-07-19 07:00:00,0.0
KM BINAIYA,BIMA,2025-07-19 06:00:00,2025-07-19 06:00:00,2025-07-19 08:00:00,0.0
KM DOROLONDA,MANOKWARI,2025-07-19 08:00:00,2025-07-19 08:00:00,2025-07-19 10:00:00,0.0
KM WILIS,LABUAN BAJO,2025-07-19 08:00:00,2025-07-19 08:00:00,2025-07-19 09:00:00,0.0
KM TATAMAILAU,TIMIKA,2025-07-19 09:00:00,2025-07-19 09:00:00,2025-07-19 11:00:00,0.0
KM SINABUNG,MANOKWARI,2025-07-19 11:00:00,2025-07-19 11:00:00,2025-07-19 13:00:00,0.0
KM BK SIGUNTANG,LEWOLEBA,2025-07-19 13:00:00,2025-07-19 13:00:00,2025-07-19 15:00:00,0.0
KM LAMBELU,PANTOLOAN,2025-07-19 13:00:00,2025-07-19 13:00:00,2025-07-19 15:00:00,0.0
KM SANGIANG,AMBON,2025-07-19 13:00:00,2025-07-19 13:00:00,2025-07-20 00:00:00,0.0
KM TIDAR,SURABAYA,2025-07-19 14:00:00,2025-07-19 14:00:00,2025-07-19 17:00:00,0.0
KM TILONGKABILA,RAHA,2025-07-19 14:00:00,2025-07-19 14:00:00,2025-07-19 15:00:00,0.0
KM KELIMUTU,PONTIANAK,2025-07-19 16:00:00,2025-07-19 16:00:00,2025-07-19 20:00:00,0.0
KM CIREMAI,AMBON,2025-07-19 16:00:00,2025-07-20 00:00:00,2025-07-20 03:00:00,8.0
KM BINAIYA,LABUAN BAJO,2025-07-19 16:00:00,2025-07-19 16:00:00,2025-07-19 18:00:00,0.0
KM WILIS,BIMA,2025-07-19 18:00:00,2025-07-19 18:00:00,2025-07-19 19:00:00,0.0
KM TILONGKABILA,BAU-BAU,2025-07-19 20:00:00,2025-07-19 20:00:00,2025-07-19 22:00:00,0.0
KM TATAMAILAU,AGATS,2025-07-19 22:00:00,2025-07-19 22:00:00,2025-07-20 00:00:00,0.0
KM BK SIGUNTANG,KUPANG,2025-07-19 22:00:00,2025-07-19 22:00:00,2025-07-20 02:00:00,0.0
KM NGGAPULU,BAU-BAU,2025-07-19 22:00:00,2025-07-19 22:00:00,2025-07-20 00:00:00,0.0
KM SINABUNG,SORONG,2025-07-20 03:00:00,2025-07-20 03:00:00,2025-07-20 05:00:00,0.0
KM LABOBAR,AMBON,2025-07-20 04:00:00,2025-07-20 04:00:00,2025-07-20 07:00:00,0.0
KM KELUD,BATAM,2025-07-20 05:00:00,2025-07-20 05:00:00,2025-07-20 10:00:00,0.0
KM WILIS,WAIKELO,2025-07-20 06:00:00,2025-07-20 06:00:00,2025-07-20 07:00:00,0.0
KM SIRIMAU,KALABAHI,2025-07-20 09:00:00,2025-07-20 09:00:00,2025-07-20 11:00:00,0.0
KM BK SIGUNTANG,LEWOLEBA,2025-07-20 09:00:00,2025-07-20 09:00:00,2025-07-20 11:00:00,0.0
KM LAMBELU,TARAKAN,2025-07-20 10:00:00,2025-07-20 10:00:00,2025-07-20 14:00:00,0.0
KM SANGIANG,NAMLEA,2025-07-20 12:00:00,2025-07-20 12:00:00,2025-07-20 16:00:00,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-07-20 13:00:00,2025-07-20 13:00:00,2025-07-20 14:00:00,0.0
KM BINAIYA,MAKASSAR,2025-07-20 13:00:00,2025-07-20 13:00:00,2025-07-20 18:00:00,0.0
KM LABOBAR,BANDA,2025-07-20 15:00:00,2025-07-20 16:00:00,2025-07-20 18:00:00,1.0
KM WILIS,WAINGAPU,2025-07-20 16:00:00,2025-07-20 16:00:00,2025-07-20 20:00:00,0.0
KM NGGAPULU,MAKASSAR,2025-07-20 16:00:00,2025-07-20 18:00:00,2025-07-20 21:00:00,2.0
KM KELIMUTU,TANJUNG PANDAN,2025-07-20 16:00:00,2025-07-20 16:00:00,2025-07-20 18:00:00,0.0
KM BK SIGUNTANG,MAUMERE,2025-07-20 17:00:00,2025-07-20 17:00:00,2025-07-20 19:00:00,0.0
KM CIREMAI,SORONG,2025-07-20 17:00:00,2025-07-20 17:00:00,2025-07-20 19:00:00,0.0
KM DOBONSOLO,SURABAYA,2025-07-20 18:00:00,2025-07-20 18:00:00,2025-07-20 21:00:00,0.0
KM LAMBELU,NUNUKAN,2025-07-20 20:00:00,2025-07-20 20:00:00,2025-07-20 23:00:00,0.0
KM TILONGKABILA,MAKASSAR,2025-07-20 20:00:00,2025-07-20 21:00:00,2025-07-21 02:00:00,1.0
KM SINABUNG,BACAN,2025-07-20 21:00:00,2025-07-20 21:00:00,2025-07-20 22:00:00,0.0
KM DOROLONDA,SORONG,2025-07-20 23:00:00,2025-07-20 23:00:00,2025-07-21 02:00:00,0.0
KM SIRIMAU,KUPANG,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 06:00:00,0.0
KM TIDAR,MAKASSAR,2025-07-21 00:00:00,2025-07-21 02:00:00,2025-07-21 05:00:00,2.0
KM BINAIYA,PARE-PARE,2025-07-21 01:00:00,2025-07-21 01:00:00,2025-07-21 03:00:00,0.0
KM SINABUNG,TERNATE,2025-07-21 05:00:00,2025-07-21 05:00:00,2025-07-21 07:00:00,0.0
KM LABOBAR,TUAL,2025-07-21 06:00:00,2025-07-21 06:00:00,2025-07-21 09:00:00,0.0
KM SANGIANG,SANANA,2025-07-21 06:00:00,2025-07-21 06:00:00,2025-07-21 08:00:00,0.0
KM PANGRANGO,AMBON,2025-07-21 07:00:00,2025-07-21 07:00:00,2025-07-21 20:00:00,0.0
KM WILIS,ENDE,2025-07-21 07:00:00,2025-07-21 07:00:00,2025-07-21 09:00:00,0.0
KM KELIMUTU,TANJUNG PRIOK,2025-07-21 12:00:00,2025-07-21 12:00:00,2025-07-22 21:00:00,0.0
KM KELIMUTU,TANJUNG PRIOK,2025-07-21 12:00:00,2025-07-22 21:00:00,2025-07-22 21:00:00,0.0
KM KELUD,BELAWAN,2025-07-21 13:00:00,2025-07-21 13:00:00,2025-07-22 13:00:00,0.0
KM BK SIGUNTANG,MAKASSAR,2025-07-21 13:00:00,2025-07-21 13:00:00,2025-07-21 18:00:00,0.0
KM LABOBAR,DOBO,2025-07-21 16:00:00,2025-07-21 16:00:00,2025-07-21 19:00:00,0.0
KM SIRIMAU,LEWOLEBA,2025-07-21 17:00:00,2025-07-21 17:00:00,2025-07-21 19:00:00,0.0
KM SINABUNG,BITUNG,2025-07-21 17:00:00,2025-07-21 17:00:00,2025-07-21 20:00:00,0.0
KM TILONGKABILA,LABUAN BAJO,2025-07-21 19:00:00,2025-07-21 19:00:00,2025-07-21 21:00:00,0.0
KM TIDAR,BAU-BAU,2025-07-21 19:00:00,2025-07-21 19:00:00,2025-07-21 22:00:00,0.0
KM CIREMAI,NABIRE,2025-07-21 20:00:00,2025-07-21 20:00:00,2025-07-21 22:00:00,0.0
KM TATAMAILAU,MERAUKE,2025-07-21 20:00:00,2025-07-21 20:00:00,2025-07-22 18:00:00,0.0
KM DOROLONDA,TERNATE,2025-07-21 21:00:00,2025-07-21 21:00:00,2025-07-21 23:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-07-21 23:00:00,2025-07-21 23:00:00,2025-07-22 02:00:00,0.0
KM NGGAPULU,SURABAYA,2025-07-21 23:00:00,2025-07-21 23:00:00,2025-07-22 02:00:00,0.0
KM WILIS,KUPANG,2025-07-22 01:00:00,2025-07-22 01:00:00,2025-07-22 09:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-07-22 02:00:00,2025-07-22 02:00:00,2025-07-22 04:00:00,0.0
KM DOBONSOLO,MAKASSAR,2025-07-22 02:00:00,2025-07-22 02:00:00,2025-07-22 06:00:00,0.0
KM LABOBAR,KAIMANA,2025-07-22 04:00:00,2025-07-22 04:00:00,2025-07-22 06:00:00,0.0
KM TILONGKABILA,BIMA,2025-07-22 04:00:00,2025-07-22 04:00:00,2025-07-22 06:00:00,0.0
KM CIREMAI,SERUI,2025-07-22 05:00:00,2025-07-22 05:00:00,2025-07-22 07:00:00,0.0
KM SANGIANG,BACAN,2025-07-22 05:00:00,2025-07-22 05:00:00,2025-07-22 07:00:00,0.0
KM SIRIMAU,MAUMERE,2025-07-22 05:00:00,2025-07-22 05:00:00,2025-07-22 07:00:00,0.0
KM BINAIYA,BONTANG,2025-07-22 06:00:00,2025-07-22 06:00:00,2025-07-22 09:00:00,0.0
KM PANGRANGO,NAMROLE,2025-07-22 07:00:00,2025-07-22 07:00:00,2025-07-22 09:00:00,0.0
KM DOROLONDA,BITUNG,2025-07-22 08:00:00,2025-07-22 08:00:00,2025-07-22 10:00:00,0.0
KM SINABUNG,BANGGAI,2025-07-22 11:00:00,2025-07-22 11:00:00,2025-07-22 13:00:00,0.0
KM TIDAR,MAUMERE,2025-07-22 12:00:00,2025-07-22 12:00:00,2025-07-22 14:00:00,0.0
KM DOROLONDA,PANTOLOAN,2025-07-22 14:00:00,2025-07-22 14:00:00,2025-07-22 16:00:00,0.0
KM LABOBAR,FAK-FAK,2025-07-22 16:00:00,2025-07-22 16:00:00,2025-07-22 19:00:00,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-07-22 18:00:00,2025-07-22 18:00:00,2025-07-22 20:00:00,0.0
KM SANGIANG,TERNATE,2025-07-22 19:00:00,2025-07-22 19:00:00,2025-07-22 21:00:00,0.0
KM PANGRANGO,AMBON,2025-07-22 20:00:00,2025-07-22 20:00:00,2025-07-23 00:00:00,0.0
KM LAMBELU,PARE-PARE,2025-07-22 20:00:00,2025-07-22 20:00:00,2025-07-22 22:00:00,0.0
KM TIDAR,LARANTUKA,2025-07-22 20:00:00,2025-07-22 20:00:00,2025-07-22 22:00:00,0.0
KM DOBONSOLO,BAU-BAU,2025-07-22 21:00:00,2025-07-22 21:00:00,2025-07-22 23:00:00,0.0
KM TILONGKABILA,LEMBAR,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-23 02:00:00,0.0
KM TIDAR,LEWOLEBA,2025-07-23 01:00:00,2025-07-23 01:00:00,2025-07-23 03:00:00,0.0
KM WILIS,KALABAHI,2025-07-23 02:00:00,2025-07-23 02:00:00,2025-07-23 14:00:00,0.0
KM SIRIMAU,BAU-BAU,2025-07-23 02:00:00,2025-07-23 02:00:00,2025-07-23 05:00:00,0.0
KM CIREMAI,JAYAPURA,2025-07-23 03:00:00,2025-07-23 03:00:00,2025-07-23 09:00:00,0.0
KM LAMBELU,MAKASSAR,2025-07-23 03:00:00,2025-07-23 03:00:00,2025-07-23 03:00:00,0.0
KM LAMBELU,MAKASSAR,2025-07-23 03:00:00,2025-07-23 03:00:00,2025-07-23 11:00:00,0.0
KM NGGAPULU,TANJUNG PRIOK,2025-07-23 04:00:00,2025-07-23 04:00:00,2025-07-24 09:00:00,0.0
KM DOROLONDA,BALIKPAPAN,2025-07-23 04:00:00,2025-07-23 04:00:00,2025-07-23 06:00:00,0.0
KM NGGAPULU,TANJUNG PRIOK,2025-07-23 04:00:00,2025-07-24 09:00:00,2025-07-24 09:00:00,0.0
KM SINABUNG,BAU-BAU,2025-07-23 05:00:00,2025-07-23 05:00:00,2025-07-23 07:00:00,0.0
KM LABOBAR,KAIMANA,2025-07-23 05:00:00,2025-07-23 05:00:00,2025-07-23 08:00:00,0.0
KM TILONGKABILA,BENOA,2025-07-23 08:00:00,2025-07-23 08:00:00,2025-07-23 08:00:00,0.0
KM TILONGKABILA,BENOA,2025-07-23 08:00:00,2025-07-23 08:00:00,2025-07-24 09:00:00,0.0
KM TIDAR,KUPANG,2025-07-23 11:00:00,2025-07-23 11:00:00,2025-07-23 15:00:00,0.0
KM BINAIYA,PARE-PARE,2025-07-23 12:00:00,2025-07-23 12:00:00,2025-07-23 14:00:00,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-07-23 12:00:00,2025-07-23 12:00:00,2025-07-23 13:00:00,0.0
KM SIRIMAU,WANCI,2025-07-23 13:00:00,2025-07-23 13:00:00,2025-07-23 15:00:00,0.0
KM KELIMUTU,TANJUNG PANDAN,2025-07-23 15:00:00,2025-07-23 15:00:00,2025-07-23 17:00:00,0.0
KM PANGRANGO,BANDA,2025-07-23 15:00:00,2025-07-23 15:00:00,2025-07-23 17:00:00,0.0
KM LAMBELU,PARE-PARE,2025-07-23 16:00:00,2025-07-23 16:00:00,2025-07-23 19:00:00,0.0
KM KELUD,BATAM,2025-07-23 16:00:00,2025-07-23 16:00:00,2025-07-23 20:00:00,0.0
KM LABOBAR,DOBO,2025-07-23 17:00:00,2025-07-23 17:00:00,2025-07-23 20:00:00,0.0
KM SANGIANG,BITUNG,2025-07-23 17:00:00,2025-07-23 17:00:00,2025-07-23 17:00:00,0.0
KM BK SIGUNTANG,TARAKAN,2025-07-23 20:00:00,2025-07-23 20:00:00,2025-07-24 00:00:00,0.0
KM BINAIYA,MAKASSAR,2025-07-23 21:00:00,2025-07-23 21:00:00,2025-07-24 02:00:00,0.0
KM SINABUNG,MAKASSAR,2025-07-23 22:00:00,2025-07-24 02:00:00,2025-07-24 04:00:00,4.0
KM TIDAR,LEWOLEBA,2025-07-23 23:00:00,2025-07-23 23:00:00,2025-07-24 01:00:00,0.0
KM AWU,KUMAI,2025-07-24 03:00:00,2025-07-24 03:00:00,2025-07-25 13:00:00,0.0
KM LABOBAR,TUAL,2025-07-24 03:00:00,2025-07-24 03:00:00,2025-07-24 06:00:00,0.0
KM TIDAR,LARANTUKA,2025-07-24 04:00:00,2025-07-24 04:00:00,2025-07-24 06:00:00,0.0
KM CIREMAI,SERUI,2025-07-24 05:00:00,2025-07-24 05:00:00,2025-07-24 07:00:00,0.0
KM WILIS,KUPANG,2025-07-24 06:00:00,2025-07-24 06:00:00,2025-07-24 14:00:00,0.0
KM BK SIGUNTANG,NUNUKAN,2025-07-24 06:00:00,2025-07-24 06:00:00,2025-07-24 08:00:00,0.0
KM TATAMAILAU,AGATS,2025-07-24 09:00:00,2025-07-24 09:00:00,2025-07-24 10:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-07-24 11:00:00,2025-07-24 11:00:00,2025-07-24 13:00:00,0.0
KM TIDAR,MAUMERE,2025-07-24 12:00:00,2025-07-24 12:00:00,2025-07-24 14:00:00,0.0
KM DOROLONDA,SURABAYA,2025-07-24 12:00:00,2025-07-24 12:00:00,2025-07-24 12:00:00,0.0
KM CIREMAI,NABIRE,2025-07-24 13:00:00,2025-07-24 13:00:00,2025-07-24 16:00:00,0.0
KM TILONGKABILA,LEMBAR,2025-07-24 15:00:00,2025-07-24 15:00:00,2025-07-24 17:00:00,0.0
KM KELIMUTU,PONTIANAK,2025-07-24 16:00:00,2025-07-24 16:00:00,2025-07-24 19:00:00,0.0
KM DOBONSOLO,SORONG,2025-07-24 16:00:00,2025-07-24 16:00:00,2025-07-24 19:00:00,0.0
KM LABOBAR,BANDA,2025-07-24 18:00:00,2025-07-24 18:00:00,2025-07-24 20:00:00,0.0
KM SIRIMAU,AMBON,2025-07-24 19:00:00,2025-07-24 19:00:00,2025-07-24 22:00:00,0.0
KM TATAMAILAU,TIMIKA,2025-07-24 21:00:00,2025-07-24 21:00:00,2025-07-25 07:00:00,0.0
KM BINAIYA,LABUAN BAJO,2025-07-24 22:00:00,2025-07-24 22:00:00,2025-07-25 00:00:00,0.0
KM PANGRANGO,SAUMLAKI,2025-07-25 00:00:00,2025-07-25 00:00:00,2025-07-25 03:00:00,0.0
KM TIDAR,BAU-BAU,2025-07-25 03:00:00,2025-07-25 03:00:00,2025-07-25 06:00:00,0.0
KM KELUD,TANJUNG PRIOK,2025-07-25 04:00:00,2025-07-25 04:00:00,2025-07-25 04:00:00,0.0
KM KELUD,TANJUNG PRIOK,2025-07-25 04:00:00,2025-07-25 04:00:00,2025-07-26 02:00:00,0.0
KM LABOBAR,AMBON,2025-07-25 04:00:00,2025-07-25 04:00:00,2025-07-25 08:00:00,0.0
KM LABOBAR,AMBON,2025-07-25 04:00:00,2025-07-25 08:00:00,2025-07-25 08:00:00,0.0
KM SINABUNG,SURABAYA,2025-07-25 04:00:00,2025-07-25 04:00:00,2025-07-25 04:00:00,0.0
KM WILIS,ENDE,2025-07-25 06:00:00,2025-07-25 06:00:00,2025-07-25 08:00:00,0.0
KM BINAIYA,BIMA,2025-07-25 08:00:00,2025-07-25 08:00:00,2025-07-25 09:00:00,0.0
KM DOBONSOLO,MANOKWARI,2025-07-25 09:00:00,2025-07-25 09:00:00,2025-07-25 11:00:00,0.0
KM TILONGKABILA,BIMA,2025-07-25 11:00:00,2025-07-25 11:00:00,2025-07-25 15:00:00,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-07-25 11:00:00,2025-07-25 11:00:00,2025-07-25 13:00:00,0.0
KM NGGAPULU,SURABAYA,2025-07-25 12:00:00,2025-07-25 12:00:00,2025-07-25 16:00:00,0.0
KM LAMBELU,TARAKAN,2025-07-25 15:00:00,2025-07-25 15:00:00,2025-07-25 18:00:00,0.0
KM LABOBAR,BANDA,2025-07-25 16:00:00,2025-07-25 16:00:00,2025-07-25 18:00:00,0.0
KM CIREMAI,SORONG,2025-07-25 17:00:00,2025-07-25 17:00:00,2025-07-25 19:00:00,0.0
KM WILIS,WAINGAPU,2025-07-25 19:00:00,2025-07-25 19:00:00,2025-07-25 21:00:00,0.0
KM TATAMAILAU,DOBO,2025-07-25 22:00:00,2025-07-25 22:00:00,2025-07-26 00:00:00,0.0
KM DOBONSOLO,NABIRE,2025-07-25 22:00:00,2025-07-25 22:00:00,2025-07-26 00:00:00,0.0
KM TILONGKABILA,LABUAN BAJO,2025-07-25 22:00:00,2025-07-25 22:00:00,2025-07-26 00:00:00,0.0
KM LAMBELU,NUNUKAN,2025-07-26 00:00:00,2025-07-26 00:00:00,2025-07-26 03:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-07-26 05:00:00,2025-07-26 05:00:00,2025-07-26 08:00:00,0.0
KM SIRIMAU,SORONG,2025-07-26 06:00:00,2025-07-26 06:00:00,2025-07-26 06:00:00,0.0
KM WILIS,WAIKELO,2025-07-26 06:00:00,2025-07-26 06:00:00,2025-07-26 07:00:00,0.0
KM PANGRANGO,BANDA,2025-07-26 07:00:00,2025-07-26 07:00:00,2025-07-26 09:00:00,0.0
KM LABOBAR,TUAL,2025-07-26 07:00:00,2025-07-26 07:00:00,2025-07-26 10:00:00,0.0
KM BINAIYA,BENOA,2025-07-26 08:00:00,2025-07-26 08:00:00,2025-07-26 12:00:00,0.0
KM TATAMAILAU,TUAL,2025-07-26 09:00:00,2025-07-26 10:00:00,2025-07-26 13:00:00,1.0
KM DOBONSOLO,BIAK,2025-07-26 09:00:00,2025-07-26 09:00:00,2025-07-26 11:00:00,0.0
KM KELIMUTU,SEMARANG,2025-07-26 11:00:00,2025-07-26 11:00:00,2025-07-27 05:00:00,0.0
KM BK SIGUNTANG,MAKASSAR,2025-07-26 13:00:00,2025-07-26 13:00:00,2025-07-26 13:00:00,0.0
KM AWU,SURABAYA,2025-07-26 17:00:00,2025-07-26 17:00:00,2025-07-27 00:00:00,0.0
KM CIREMAI,AMBON,2025-07-26 17:00:00,2025-07-26 17:00:00,2025-07-26 20:00:00,0.0
KM LABOBAR,DOBO,2025-07-26 17:00:00,2025-07-26 17:00:00,2025-07-26 20:00:00,0.0
KM WILIS,BIMA,2025-07-26 18:00:00,2025-07-26 18:00:00,2025-07-26 20:00:00,0.0
KM TILONGKABILA,MAKASSAR,2025-07-26 18:00:00,2025-07-26 18:00:00,2025-07-26 23:00:00,0.0
KM NGGAPULU,MAKASSAR,2025-07-26 21:00:00,2025-07-26 23:00:00,2025-07-27 03:00:00,2.0
KM LAMBELU,PANTOLOAN,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 02:00:00,0.0
KM PANGRANGO,AMBON,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 17:00:00,0.0
KM WILIS,LABUAN BAJO,2025-07-27 05:00:00,2025-07-27 05:00:00,2025-07-27 06:00:00,0.0
KM LABOBAR,KAIMANA,2025-07-27 05:00:00,2025-07-27 05:00:00,2025-07-27 07:00:00,0.0
KM DOBONSOLO,JAYAPURA,2025-07-27 07:00:00,2025-07-27 07:00:00,2025-07-27 13:00:00,0.0
KM KELUD,BATAM,2025-07-27 10:00:00,2025-07-27 10:00:00,2025-07-27 14:00:00,0.0
KM BINAIYA,BIMA,2025-07-27 11:00:00,2025-07-27 11:00:00,2025-07-27 14:00:00,0.0
KM TATAMAILAU,AMBON,2025-07-27 14:00:00,2025-07-27 17:00:00,2025-07-27 19:00:00,3.0
KM LAMBELU,BALIKPAPAN,2025-07-27 15:00:00,2025-07-27 15:00:00,2025-07-27 17:00:00,0.0
KM NGGAPULU,BAU-BAU,2025-07-27 15:00:00,2025-07-27 15:00:00,2025-07-27 17:00:00,0.0
KM LABOBAR,FAK-FAK,2025-07-27 17:00:00,2025-07-27 17:00:00,2025-07-27 20:00:00,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-07-27 17:00:00,2025-07-27 17:00:00,2025-07-27 18:00:00,0.0
KM TILONGKABILA,BAU-BAU,2025-07-27 20:00:00,2025-07-27 20:00:00,2025-07-27 22:00:00,0.0
KM CIREMAI,BAU-BAU,2025-07-27 21:00:00,2025-07-27 22:00:00,2025-07-28 01:00:00,1.0
KM TILONGKABILA,RAHA,2025-07-28 02:00:00,2025-07-28 02:00:00,2025-07-28 04:00:00,0.0
KM AWU,BENOA,2025-07-28 03:00:00,2025-07-28 03:00:00,2025-07-28 09:00:00,0.0
KM BINAIYA,WAINGAPU,2025-07-28 04:00:00,2025-07-28 04:00:00,2025-07-28 06:00:00,0.0
KM KELIMUTU,KUMAI,2025-07-28 05:00:00,2025-07-28 05:00:00,2025-07-28 08:00:00,0.0
KM WILIS,MAKASSAR,2025-07-28 06:00:00,2025-07-28 06:00:00,2025-07-28 09:00:00,0.0
KM LABOBAR,KAIMANA,2025-07-28 06:00:00,2025-07-28 06:00:00,2025-07-28 09:00:00,0.0
KM DOBONSOLO,BIAK,2025-07-28 08:00:00,2025-07-28 08:00:00,2025-07-28 10:00:00,0.0
KM PANGRANGO,BANDA,2025-07-28 08:00:00,2025-07-28 08:00:00,2025-07-28 10:00:00,0.0
KM LAMBELU,PARE-PARE,2025-07-28 09:00:00,2025-07-28 09:00:00,2025-07-28 12:00:00,0.0
KM TILONGKABILA,KENDARI,2025-07-28 10:00:00,2025-07-28 10:00:00,2025-07-28 14:00:00,0.0
KM BINAIYA,ENDE,2025-07-28 15:00:00,2025-07-28 15:00:00,2025-07-28 17:00:00,0.0
KM NGGAPULU,NAMLEA,2025-07-28 16:00:00,2025-07-28 16:00:00,2025-07-28 18:00:00,0.0
KM CIREMAI,MAKASSAR,2025-07-28 16:00:00,2025-07-28 16:00:00,2025-07-28 19:00:00,0.0
KM KELUD,BELAWAN,2025-07-28 17:00:00,2025-07-28 17:00:00,2025-07-29 13:00:00,0.0
KM LAMBELU,MAKASSAR,2025-07-28 17:00:00,2025-07-28 19:00:00,2025-07-28 22:00:00,2.0
KM TATAMAILAU,TERNATE,2025-07-28 18:00:00,2025-07-28 18:00:00,2025-07-28 19:00:00,0.0
KM LABOBAR,DOBO,2025-07-28 18:00:00,2025-07-28 18:00:00,2025-07-28 21:00:00,0.0
KM DOBONSOLO,NABIRE,2025-07-28 20:00:00,2025-07-28 20:00:00,2025-07-28 22:00:00,0.0
KM NGGAPULU,AMBON,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 04:00:00,0.0
KM LABOBAR,TUAL,2025-07-29 04:00:00,2025-07-29 04:00:00,2025-07-29 06:00:00,0.0
KM BINAIYA,KUPANG,2025-07-29 06:00:00,2025-07-29 06:00:00,2025-07-29 10:00:00,0.0
KM AWU,BIMA,2025-07-29 06:00:00,2025-07-29 06:00:00,2025-07-29 08:00:00,0.0
KM TILONGKABILA,LUWUK,2025-07-29 07:00:00,2025-07-29 07:00:00,2025-07-29 10:00:00,0.0
KM TATAMAILAU,BITUNG,2025-07-29 07:00:00,2025-07-29 07:00:00,2025-07-29 07:00:00,0.0
KM DOBONSOLO,MANOKWARI,2025-07-29 09:00:00,2025-07-29 09:00:00,2025-07-29 11:00:00,0.0
KM KELIMUTU,SURABAYA,2025-07-29 10:00:00,2025-07-29 10:00:00,2025-07-29 14:00:00,0.0
KM LAMBELU,BAU-BAU,2025-07-29 11:00:00,2025-07-29 11:00:00,2025-07-29 13:00:00,0.0
KM WILIS,BATULICIN,2025-07-29 15:00:00,2025-07-29 15:00:00,2025-07-29 15:00:00,0.0
KM PANGRANGO,SAUMLAKI,2025-07-29 17:00:00,2025-07-29 17:00:00,2025-07-29 20:00:00,0.0
KM LABOBAR,BANDA,2025-07-29 19:00:00,2025-07-29 19:00:00,2025-07-29 21:00:00,0.0
KM TILONGKABILA,GORONTALO,2025-07-29 21:00:00,2025-07-29 21:00:00,2025-07-29 23:00:00,0.0
KM AWU,WAINGAPU,2025-07-29 22:00:00,2025-07-29 22:00:00,2025-07-30 01:00:00,0.0
KM BINAIYA,ENDE,2025-07-29 23:00:00,2025-07-29 23:00:00,2025-07-30 01:00:00,0.0
KM NGGAPULU,TERNATE,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 02:00:00,0.0
KM CIREMAI,SURABAYA,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 02:00:00,0.0
KM DOBONSOLO,SORONG,2025-07-30 00:00:00,2025-07-30 00:00:00,2025-07-30 03:00:00,0.0
KM LAMBELU,MAUMERE,2025-07-30 02:00:00,2025-07-30 02:00:00,2025-07-30 04:00:00,0.0
KM NGGAPULU,JAILOLO,2025-07-30 04:00:00,2025-07-30 04:00:00,2025-07-30 06:00:00,0.0
KM LABOBAR,AMBON,2025-07-30 05:00:00,2025-07-30 05:00:00,2025-07-30 07:00:00,0.0
KM LAMBELU,LARANTUKA,2025-07-30 09:00:00,2025-07-30 09:00:00,2025-07-30 11:00:00,0.0
KM BINAIYA,WAINGAPU,2025-07-30 10:00:00,2025-07-30 10:00:00,2025-07-30 12:00:00,0.0
KM AWU,ENDE,2025-07-30 10:00:00,2025-07-30 10:00:00,2025-07-30 12:00:00,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-07-30 12:00:00,2025-07-30 12:00:00,2025-07-30 13:00:00,0.0
KM TILONGKABILA,BITUNG,2025-07-30 14:00:00,2025-07-30 14:00:00,2025-07-31 03:00:00,0.0
KM NGGAPULU,BITUNG,2025-07-30 15:00:00,2025-07-31 03:00:00,2025-07-31 10:00:00,12.0
KM KELUD,BATAM,2025-07-30 16:00:00,2025-07-30 16:00:00,2025-07-30 20:00:00,0.0
KM KELIMUTU,BATULICIN,2025-07-30 21:00:00,2025-07-30 21:00:00,2025-07-30 23:00:00,0.0
