Ship_Name,Port_Name,ETA_Planned,Optimized_Priority,Queue_Time,Actual_Arrival,Actual_Berth,Actual_Departure,Delay_Hours,Waiting_Time_Hours
KM TILONGKABILA,BAU-BAU,2024-12-29 20:00:00,0.9271503414008708,2024-12-28 21:44:54.210502965,2024-12-29 20:00:00,2024-12-29 20:00:00,2024-12-29 22:00:00,0.0,0.0
KM LAMBELU,PARE-PARE,2024-12-29 10:00:00,0.458649015639169,2024-12-28 22:59:32.725048776,2024-12-29 10:00:00,2024-12-29 10:00:00,2024-12-29 13:00:00,0.0,0.0
KM LAMBELU,MAKASSAR,2024-12-29 19:00:00,0.8151489442808496,2024-12-28 23:26:11.131214136,2024-12-29 19:00:00,2024-12-29 19:00:00,2024-12-29 22:00:00,0.0,0.0
KM BK RAYA,NATUNA,2024-12-29 18:00:00,0.6548124899538228,2024-12-29 02:17:04.200867989,2024-12-29 18:00:00,2024-12-29 18:00:00,2024-12-29 21:00:00,0.0,0.0
KM BK SIGUNTANG,BALIKPAPAN,2024-12-30 00:00:00,0.7329191960106083,2024-12-29 06:24:35.781464682,2024-12-30 00:00:00,2024-12-30 00:00:00,2024-12-30 02:00:00,0.0,0.0
KM JETLINER,WANCI,2024-12-29 20:00:00,0.5009700701320395,2024-12-29 07:58:36.185940592,2024-12-29 20:00:00,2024-12-29 20:00:00,2024-12-29 22:00:00,0.0,0.0
KM KELUD,TANJUNG PRIOK,2024-12-30 04:00:00,0.8119113229158675,2024-12-29 08:30:50.861700069,2024-12-30 04:00:00,2024-12-30 20:00:00,2024-12-31 11:00:00,16.0,16.0
KM BK RAYA,MIDAI,2024-12-30 01:00:00,0.2711295041190784,2024-12-29 18:29:34.410844112,2024-12-30 01:00:00,2024-12-30 01:00:00,2024-12-30 03:00:00,0.0,0.0
KM LABOBAR,SURABAYA,2024-12-30 12:00:00,0.703882495998262,2024-12-29 19:06:24.552345752,2024-12-30 12:00:00,2024-12-30 12:00:00,2024-12-30 16:00:00,0.0,0.0
KM TILONGKABILA,RAHA,2024-12-30 02:00:00,0.2493665302375809,2024-12-29 20:00:54.731787473,2024-12-30 02:00:00,2024-12-30 02:00:00,2024-12-30 04:00:00,0.0,0.0
KM JETLINER,KENDARI,2024-12-30 11:00:00,0.5461015629037362,2024-12-29 21:53:36.824965116,2024-12-30 11:00:00,2024-12-30 11:00:00,2024-12-30 17:00:00,0.0,0.0
KM TILONGKABILA,KENDARI,2024-12-30 10:00:00,0.4443335176946142,2024-12-29 23:20:09.584071185,2024-12-30 10:00:00,2024-12-30 17:00:00,2024-12-30 21:00:00,7.0,7.0
KM BK RAYA,SERASAN,2024-12-30 11:00:00,0.4419686089043722,2024-12-30 00:23:33.912190662,2024-12-30 11:00:00,2024-12-30 11:00:00,2024-12-30 13:00:00,0.0,0.0
KM LAMBELU,BAU-BAU,2024-12-30 14:00:00,0.4610188316374847,2024-12-30 02:56:07.972946520,2024-12-30 14:00:00,2024-12-30 14:00:00,2024-12-30 16:00:00,0.0,0.0
KM BK SIGUNTANG,TARAKAN,2024-12-31 03:00:00,0.3869409590167693,2024-12-30 17:42:48.301140953,2024-12-31 03:00:00,2024-12-31 03:00:00,2024-12-31 07:00:00,0.0,0.0
KM BK SIGUNTANG,NUNUKAN,2024-12-31 13:00:00,0.7955658632263601,2024-12-30 17:54:23.109417242,2024-12-31 13:00:00,2024-12-31 13:00:00,2024-12-31 16:00:00,0.0,0.0
KM JETLINER,WANCI,2024-12-31 06:00:00,0.4860237149984975,2024-12-30 18:20:07.551024130,2024-12-31 06:00:00,2024-12-31 06:00:00,2024-12-31 08:00:00,0.0,0.0
KM LAMBELU,MAKASSAR,2024-12-31 08:00:00,0.5482426018147429,2024-12-30 18:50:31.839203206,2024-12-31 08:00:00,2024-12-31 08:00:00,2024-12-31 13:00:00,0.0,0.0
KM TILONGKABILA,LUWUK,2024-12-31 07:00:00,0.4380499709320803,2024-12-30 20:29:12.482511468,2024-12-31 07:00:00,2024-12-31 07:00:00,2024-12-31 10:00:00,0.0,0.0
KM BK RAYA,PONTIANAK,2024-12-31 06:00:00,0.3833541329701382,2024-12-30 20:47:58.202911382,2024-12-31 06:00:00,2024-12-31 06:00:00,2024-12-31 09:00:00,0.0,0.0
KM WILIS,BATULICIN,2024-12-31 15:00:00,0.6768205785993939,2024-12-30 22:45:22.702009014,2024-12-31 15:00:00,2024-12-31 15:00:00,2025-01-01 18:00:00,0.0,0.0
KM JETLINER,KENDARI,2024-12-31 21:00:00,0.7087415738973567,2024-12-31 03:59:24.728015267,2024-12-31 21:00:00,2024-12-31 21:00:00,2024-12-31 23:00:00,0.0,0.0
KM TILONGKABILA,GORONTALO,2024-12-31 21:00:00,0.6626333377177227,2024-12-31 05:05:48.479621190,2024-12-31 21:00:00,2024-12-31 21:00:00,2024-12-31 23:00:00,0.0,0.0
KM LABOBAR,MAKASSAR,2024-12-31 18:00:00,0.5159658320013043,2024-12-31 05:37:00.552115089,2024-12-31 18:00:00,2024-12-31 18:00:00,2024-12-31 21:00:00,0.0,0.0
KM CIREMAI,SURABAYA,2024-12-31 15:00:00,0.3901885712196152,2024-12-31 05:38:07.707446625,2024-12-31 15:00:00,2024-12-31 15:00:00,2024-12-31 18:00:00,0.0,0.0
KM KELUD,BATAM,2025-01-01 02:00:00,0.6518949479766099,2024-12-31 10:21:16.276494820,2025-01-01 02:00:00,2025-01-01 02:00:00,2025-01-01 05:00:00,0.0,0.0
KM JETLINER,RAHA,2025-01-01 07:00:00,0.7419691379570199,2024-12-31 13:11:33.866480516,2025-01-01 07:00:00,2025-01-01 07:00:00,2025-01-01 08:00:00,0.0,0.0
KM LAMBELU,PARE-PARE,2024-12-31 19:00:00,0.1286566748968337,2024-12-31 15:54:44.063288914,2024-12-31 19:00:00,2024-12-31 19:00:00,2024-12-31 22:00:00,0.0,0.0
KM LAMBELU,BALIKPAPAN,2025-01-01 15:00:00,0.9034405210964715,2024-12-31 17:19:02.738977266,2025-01-01 15:00:00,2025-01-01 15:00:00,2025-01-01 18:00:00,0.0,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-01-01 08:00:00,0.5240358156222705,2024-12-31 19:25:23.305530238,2025-01-01 08:00:00,2025-01-01 08:00:00,2025-01-01 09:00:00,0.0,0.0
KM TILONGKABILA,BITUNG,2025-01-01 14:00:00,0.7352879764465032,2024-12-31 20:21:11.118835023,2025-01-01 14:00:00,2025-01-01 14:00:00,2025-01-02 03:00:00,0.0,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-01-01 19:00:00,0.7370744754980949,2025-01-01 01:18:36.765316966,2025-01-01 19:00:00,2025-01-01 19:00:00,2025-01-01 21:00:00,0.0,0.0
KM JETLINER,KENDARI,2025-01-01 16:00:00,0.598312867802414,2025-01-01 01:38:25.768221872,2025-01-01 16:00:00,2025-01-01 16:00:00,2025-01-01 18:00:00,0.0,0.0
KM LABOBAR,BAU-BAU,2025-01-01 11:00:00,0.3656198706688106,2025-01-01 02:13:30.443174217,2025-01-01 11:00:00,2025-01-01 11:00:00,2025-01-01 13:00:00,0.0,0.0
KM KELIMUTU,SURABAYA,2025-01-01 20:00:00,0.6907667831497935,2025-01-01 03:25:17.749935859,2025-01-01 20:00:00,2025-01-01 20:00:00,2025-01-02 02:00:00,0.0,0.0
KM LAWIT,TANJUNG PRIOK,2025-01-01 13:00:00,0.3553047504102978,2025-01-01 04:28:21.669564551,2025-01-01 13:00:00,2025-01-01 13:00:00,2025-01-03 00:00:00,0.0,0.0
KM LAWIT,TANJUNG PRIOK,2025-01-01 13:00:00,0.1004083275654671,2025-01-01 10:35:24.720498345,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-04 11:00:00,35.0,0.0
KM CIREMAI,MAKASSAR,2025-01-01 23:00:00,0.4661148855050597,2025-01-01 11:48:47.673892365,2025-01-01 23:00:00,2025-01-01 23:00:00,2025-01-02 02:00:00,0.0,0.0
KM BK SIGUNTANG,PARE-PARE,2025-01-02 12:00:00,0.8264754491741919,2025-01-01 16:09:52.521191349,2025-01-02 12:00:00,2025-01-02 12:00:00,2025-01-02 16:00:00,0.0,0.0
KM LAMBELU,PANTOLOAN,2025-01-02 07:00:00,0.5416889336109186,2025-01-01 17:59:58.076136017,2025-01-02 07:00:00,2025-01-02 07:00:00,2025-01-02 09:00:00,0.0,0.0
KM JETLINER,WANCI,2025-01-02 07:00:00,0.5301461767108064,2025-01-01 18:16:35.370332188,2025-01-02 07:00:00,2025-01-02 07:00:00,2025-01-02 09:00:00,0.0,0.0
KM KELUD,BELAWAN,2025-01-02 07:00:00,0.4948336914745277,2025-01-01 19:07:26.369056600,2025-01-02 07:00:00,2025-01-02 07:00:00,2025-01-02 11:00:00,0.0,0.0
KM BK RAYA,SURABAYA,2025-01-02 10:00:00,0.6180698556588161,2025-01-01 19:09:58.764471077,2025-01-02 10:00:00,2025-01-02 10:00:00,2025-01-02 14:00:00,0.0,0.0
KM LABOBAR,NAMLEA,2025-01-02 12:00:00,0.6903250311901223,2025-01-01 19:25:55.917305174,2025-01-02 12:00:00,2025-01-02 12:00:00,2025-01-02 14:00:00,0.0,0.0
KM LABOBAR,AMBON,2025-01-02 19:00:00,0.7898467107062346,2025-01-02 00:02:37.244194980,2025-01-02 19:00:00,2025-01-02 19:00:00,2025-01-02 22:00:00,0.0,0.0
KM TILONGKABILA,GORONTALO,2025-01-02 18:00:00,0.5975178607072928,2025-01-02 03:39:34.456834890,2025-01-02 18:00:00,2025-01-02 18:00:00,2025-01-02 20:00:00,0.0,0.0
KM PANGRANGO,AMBON,2025-01-02 12:00:00,0.2940193537027748,2025-01-02 04:56:36.727840079,2025-01-02 12:00:00,2025-01-02 22:00:00,2025-01-04 02:00:00,10.0,10.0
KM CIREMAI,BAU-BAU,2025-01-02 17:00:00,0.3862731573735208,2025-01-02 07:43:45.999202930,2025-01-02 17:00:00,2025-01-02 17:00:00,2025-01-02 19:00:00,0.0,0.0
KM BK SIGUNTANG,MAKASSAR,2025-01-02 21:00:00,0.552633954013771,2025-01-02 07:44:12.426373209,2025-01-02 21:00:00,2025-01-02 21:00:00,2025-01-03 00:00:00,0.0,0.0
KM WILIS,MAKASSAR,2025-01-03 00:00:00,0.6760206943321615,2025-01-02 07:46:31.812009701,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 08:00:00,0.0,0.0
KM LAMBELU,BALIKPAPAN,2025-01-02 22:00:00,0.554463175438581,2025-01-02 08:41:34.381642107,2025-01-02 22:00:00,2025-01-02 22:00:00,2025-01-03 01:00:00,0.0,0.0
KM LABOBAR,BANDA,2025-01-03 05:00:00,0.6550455230115179,2025-01-02 13:16:44.066811807,2025-01-03 05:00:00,2025-01-03 05:00:00,2025-01-03 07:00:00,0.0,0.0
KM JETLINER,KENDARI,2025-01-02 22:00:00,0.2843986035737599,2025-01-02 15:10:27.960651228,2025-01-02 22:00:00,2025-01-02 22:00:00,2025-01-03 17:00:00,0.0,0.0
KM TILONGKABILA,LUWUK,2025-01-03 07:00:00,0.6398874580012351,2025-01-02 15:38:33.723628692,2025-01-03 07:00:00,2025-01-03 07:00:00,2025-01-03 09:00:00,0.0,0.0
KM TIDAR,KIJANG,2025-01-03 04:00:00,0.4972994849867038,2025-01-02 16:03:53.324497149,2025-01-03 04:00:00,2025-01-03 04:00:00,2025-01-03 07:00:00,0.0,0.0
KM KELUD,BATAM,2025-01-03 10:00:00,0.6451197678179763,2025-01-02 18:31:01.652060529,2025-01-03 10:00:00,2025-01-03 10:00:00,2025-01-03 13:00:00,0.0,0.0
KM KELIMUTU,BATULICIN,2025-01-03 09:00:00,0.581535612280573,2025-01-02 19:02:35.323098958,2025-01-03 09:00:00,2025-01-03 09:00:00,2025-01-03 13:00:00,0.0,0.0
KM BK SIGUNTANG,MAUMERE,2025-01-03 18:00:00,0.6635370774537531,2025-01-03 02:04:30.396507996,2025-01-03 18:00:00,2025-01-03 18:00:00,2025-01-03 20:00:00,0.0,0.0
KM LAMBELU,PARE-PARE,2025-01-03 17:00:00,0.6148979561639983,2025-01-03 02:14:32.816587431,2025-01-03 17:00:00,2025-01-03 17:00:00,2025-01-03 20:00:00,0.0,0.0
KM BINAIYA,BENOA,2025-01-03 18:00:00,0.5388344763426606,2025-01-03 05:04:04.701243994,2025-01-03 18:00:00,2025-01-03 18:00:00,2025-01-04 16:00:00,0.0,0.0
KM LABOBAR,TUAL,2025-01-03 19:00:00,0.4997727540916474,2025-01-03 07:00:19.634046480,2025-01-03 19:00:00,2025-01-03 19:00:00,2025-01-03 22:00:00,0.0,0.0
KM GUNUNG DEMPO,TANJUNG PRIOK,2025-01-04 04:00:00,0.834640597964402,2025-01-03 07:58:07.052335875,2025-01-04 04:00:00,2025-01-04 11:00:00,2025-01-04 23:00:00,7.0,7.0
KM CIREMAI,AMBON,2025-01-03 20:00:00,0.3975256343063181,2025-01-03 10:27:33.785195933,2025-01-03 20:00:00,2025-01-04 02:00:00,2025-01-04 05:00:00,6.0,6.0
KM TILONGKABILA,KENDARI,2025-01-04 03:00:00,0.5842817739089946,2025-01-03 12:58:38.054734263,2025-01-04 03:00:00,2025-01-04 03:00:00,2025-01-04 07:00:00,0.0,0.0
KM TATAMAILAU,BITUNG,2025-01-04 13:00:00,0.9157465796228694,2025-01-03 15:01:19.495520584,2025-01-04 13:00:00,2025-01-04 13:00:00,2025-01-05 08:00:00,0.0,0.0
KM JETLINER,WANCI,2025-01-04 06:00:00,0.6204576778680299,2025-01-03 15:06:32.456632202,2025-01-04 06:00:00,2025-01-04 06:00:00,2025-01-04 08:00:00,0.0,0.0
KM LABOBAR,DOBO,2025-01-04 05:00:00,0.5471805064585061,2025-01-03 15:52:03.604241986,2025-01-04 05:00:00,2025-01-04 05:00:00,2025-01-04 08:00:00,0.0,0.0
KM BK SIGUNTANG,LEWOLEBA,2025-01-04 02:00:00,0.3634735576437174,2025-01-03 17:16:35.884619584,2025-01-04 02:00:00,2025-01-04 02:00:00,2025-01-04 04:00:00,0.0,0.0
KM LAMBELU,MAKASSAR,2025-01-04 02:00:00,0.3322902317621339,2025-01-03 18:01:30.123975753,2025-01-04 02:00:00,2025-01-04 02:00:00,2025-01-04 07:00:00,0.0,0.0
KM PANGRANGO,BANDA,2025-01-04 06:00:00,0.430463434398204,2025-01-03 19:40:07.959267995,2025-01-04 06:00:00,2025-01-04 06:00:00,2025-01-05 16:00:00,0.0,0.0
KM BK SIGUNTANG,KUPANG,2025-01-04 11:00:00,0.5068974223176027,2025-01-03 22:50:04.062711761,2025-01-04 11:00:00,2025-01-04 11:00:00,2025-01-04 17:00:00,0.0,0.0
KM WILIS,LABUAN BAJO,2025-01-04 08:00:00,0.328756192888263,2025-01-04 00:06:35.464934456,2025-01-04 08:00:00,2025-01-04 08:00:00,2025-01-04 09:00:00,0.0,0.0
KM WILIS,BIMA,2025-01-04 18:00:00,0.7151970845309604,2025-01-04 00:50:06.971896526,2025-01-04 18:00:00,2025-01-04 18:00:00,2025-01-04 19:00:00,0.0,0.0
KM TILONGKABILA,RAHA,2025-01-04 14:00:00,0.532793130125903,2025-01-04 01:12:46.673557121,2025-01-04 14:00:00,2025-01-04 14:00:00,2025-01-04 15:00:00,0.0,0.0
KM LAWIT,SURABAYA,2025-01-04 16:00:00,0.6139631487506917,2025-01-04 01:15:53.583947939,2025-01-04 16:00:00,2025-01-04 16:00:00,2025-01-04 20:00:00,0.0,0.0
KM LAWIT,SURABAYA,2025-01-04 16:00:00,0.6033675271134729,2025-01-04 01:31:09.045657398,2025-01-04 20:00:00,2025-01-04 20:00:00,2025-01-05 00:00:00,4.0,0.0
KM TILONGKABILA,BAU-BAU,2025-01-04 20:00:00,0.7328731786153941,2025-01-04 02:24:39.757367632,2025-01-04 20:00:00,2025-01-04 20:00:00,2025-01-04 22:00:00,0.0,0.0
KM BK RAYA,PONTIANAK,2025-01-04 11:00:00,0.3402004162029806,2025-01-04 02:50:06.684040061,2025-01-04 11:00:00,2025-01-04 11:00:00,2025-01-04 13:00:00,0.0,0.0
KM LABOBAR,KAIMANA,2025-01-04 17:00:00,0.5499155258508012,2025-01-04 03:48:07.298566492,2025-01-04 17:00:00,2025-01-04 17:00:00,2025-01-04 19:00:00,0.0,0.0
KM KELUD,BELAWAN,2025-01-04 11:00:00,0.2487954224540298,2025-01-04 05:01:44.075499971,2025-01-04 11:00:00,2025-01-04 11:00:00,2025-01-04 15:00:00,0.0,0.0
KM CIREMAI,SORONG,2025-01-04 20:00:00,0.480871816719215,2025-01-04 08:27:32.675035461,2025-01-04 20:00:00,2025-01-04 20:00:00,2025-01-04 23:00:00,0.0,0.0
KM LAMBELU,BAU-BAU,2025-01-04 23:00:00,0.5671565422148621,2025-01-04 09:23:17.674752635,2025-01-04 23:00:00,2025-01-04 23:00:00,2025-01-05 01:00:00,0.0,0.0
KM TIDAR,TANJUNG PRIOK,2025-01-04 22:00:00,0.51646679262783,2025-01-04 09:36:17.269116956,2025-01-04 22:00:00,2025-01-04 23:00:00,2025-01-05 09:00:00,1.0,1.0
KM BK SIGUNTANG,LEWOLEBA,2025-01-05 00:00:00,0.5476404547299014,2025-01-04 10:51:23.864711336,2025-01-05 00:00:00,2025-01-05 00:00:00,2025-01-05 02:00:00,0.0,0.0
KM JETLINER,KENDARI,2025-01-04 21:00:00,0.3754005398469207,2025-01-04 11:59:25.393357227,2025-01-04 21:00:00,2025-01-04 21:00:00,2025-01-04 21:00:00,0.0,0.0
KM JETLINER,KENDARI,2025-01-04 21:00:00,0.2987498433191832,2025-01-04 13:49:48.013537224,2025-01-04 21:00:00,2025-01-04 21:00:00,2025-01-05 07:00:00,0.0,0.0
KM KELIMUTU,SEMARANG,2025-01-05 04:00:00,0.5764079234812123,2025-01-04 14:09:58.355411224,2025-01-05 04:00:00,2025-01-05 04:00:00,2025-01-05 12:00:00,0.0,0.0
KM BK RAYA,SERASAN,2025-01-05 03:00:00,0.4732088884570528,2025-01-04 15:38:34.752037312,2025-01-05 03:00:00,2025-01-05 03:00:00,2025-01-05 05:00:00,0.0,0.0
KM BK SIGUNTANG,MAUMERE,2025-01-05 08:00:00,0.5501802509875515,2025-01-04 18:47:44.426314677,2025-01-05 08:00:00,2025-01-05 08:00:00,2025-01-05 10:00:00,0.0,0.0
KM WILIS,WAIKELO,2025-01-05 06:00:00,0.3871248282842924,2025-01-04 20:42:32.414836238,2025-01-05 06:00:00,2025-01-05 06:00:00,2025-01-05 07:00:00,0.0,0.0
KM BK RAYA,MIDAI,2025-01-05 13:00:00,0.663106385524265,2025-01-04 21:05:07.608290705,2025-01-05 13:00:00,2025-01-05 13:00:00,2025-01-05 14:00:00,0.0,0.0
KM LABOBAR,FAK-FAK,2025-01-05 05:00:00,0.2890885929688107,2025-01-04 22:03:42.745567497,2025-01-05 05:00:00,2025-01-05 05:00:00,2025-01-05 08:00:00,0.0,0.0
KM JETLINER,WANCI,2025-01-05 20:00:00,0.8546026091114721,2025-01-04 23:29:22.334572770,2025-01-05 20:00:00,2025-01-05 20:00:00,2025-01-05 22:00:00,0.0,0.0
KM BINAIYA,BIMA,2025-01-05 15:00:00,0.5528811609138368,2025-01-05 01:43:51.067697045,2025-01-05 15:00:00,2025-01-05 15:00:00,2025-01-05 17:00:00,0.0,0.0
KM WILIS,WAINGAPU,2025-01-05 16:00:00,0.5596235509593062,2025-01-05 02:34:08.525197118,2025-01-05 16:00:00,2025-01-05 16:00:00,2025-01-05 20:00:00,0.0,0.0
KM LAMBELU,MAKASSAR,2025-01-05 17:00:00,0.5543942264301234,2025-01-05 03:41:40.338836438,2025-01-05 17:00:00,2025-01-05 17:00:00,2025-01-05 20:00:00,0.0,0.0
KM KELUD,BATAM,2025-01-05 13:00:00,0.3845788296117814,2025-01-05 03:46:12.389121542,2025-01-05 13:00:00,2025-01-05 13:00:00,2025-01-05 16:00:00,0.0,0.0
KM TILONGKABILA,MAKASSAR,2025-01-05 20:00:00,0.6547035105349119,2025-01-05 04:17:13.616689784,2025-01-05 20:00:00,2025-01-05 20:00:00,2025-01-06 01:00:00,0.0,0.0
KM CIREMAI,SERUI,2025-01-05 22:00:00,0.5862503591750086,2025-01-05 07:55:47.968967280,2025-01-05 22:00:00,2025-01-05 22:00:00,2025-01-06 00:00:00,0.0,0.0
KM GUNUNG DEMPO,SURABAYA,2025-01-05 17:00:00,0.3286802511795089,2025-01-05 09:06:42.026298092,2025-01-05 17:00:00,2025-01-05 17:00:00,2025-01-05 21:00:00,0.0,0.0
KM TATAMAILAU,TERNATE,2025-01-05 21:00:00,0.4805578997724279,2025-01-05 09:27:59.797459664,2025-01-05 21:00:00,2025-01-05 21:00:00,2025-01-05 23:00:00,0.0,0.0
KM LAWIT,SAMPIT,2025-01-06 00:00:00,0.556346827600849,2025-01-05 10:38:51.634095288,2025-01-06 00:00:00,2025-01-06 00:00:00,2025-01-06 20:00:00,0.0,0.0
KM BINAIYA,LABUAN BAJO,2025-01-06 01:00:00,0.5615660510059535,2025-01-05 11:31:20.693193086,2025-01-06 01:00:00,2025-01-06 01:00:00,2025-01-06 03:00:00,0.0,0.0
KM LAWIT,SAMPIT,2025-01-06 00:00:00,0.498906967499318,2025-01-05 12:01:34.438008058,2025-01-06 20:00:00,2025-01-06 20:00:00,2025-01-07 16:00:00,20.0,0.0
KM LAMBELU,PARE-PARE,2025-01-06 02:00:00,0.5746094439910618,2025-01-05 12:12:33.744039174,2025-01-06 02:00:00,2025-01-06 02:00:00,2025-01-06 04:00:00,0.0,0.0
KM BK RAYA,NATUNA,2025-01-05 18:00:00,0.2175838648108511,2025-01-05 12:46:40.754080344,2025-01-05 18:00:00,2025-01-05 18:00:00,2025-01-05 20:00:00,0.0,0.0
KM BK RAYA,TAREMPA,2025-01-06 07:00:00,0.6920074631386297,2025-01-05 14:23:30.555184823,2025-01-06 07:00:00,2025-01-06 07:00:00,2025-01-06 08:00:00,0.0,0.0
KM WILIS,ENDE,2025-01-06 07:00:00,0.5868218835699109,2025-01-05 16:54:58.589259560,2025-01-06 07:00:00,2025-01-06 07:00:00,2025-01-06 09:00:00,0.0,0.0
KM LABOBAR,SORONG,2025-01-05 22:00:00,0.2072904959666957,2025-01-05 17:01:30.101148477,2025-01-05 22:00:00,2025-01-05 22:00:00,2025-01-06 01:00:00,0.0,0.0
KM BK SIGUNTANG,MAKASSAR,2025-01-06 04:00:00,0.375937052924983,2025-01-05 18:58:39.038627280,2025-01-06 04:00:00,2025-01-06 04:00:00,2025-01-06 10:00:00,0.0,0.0
KM LABOBAR,MANOKWARI,2025-01-06 14:00:00,0.6875128480688195,2025-01-05 21:29:58.889926853,2025-01-06 14:00:00,2025-01-06 14:00:00,2025-01-06 16:00:00,0.0,0.0
KM BK RAYA,LETUNG,2025-01-06 12:00:00,0.5309863172651779,2025-01-05 23:15:22.782188290,2025-01-06 12:00:00,2025-01-06 12:00:00,2025-01-06 13:00:00,0.0,0.0
KM KELUD,BELAWAN,2025-01-06 14:00:00,0.572276725252758,2025-01-06 00:15:55.290938163,2025-01-06 14:00:00,2025-01-06 14:00:00,2025-01-07 08:00:00,0.0,0.0
KM JETLINER,KENDARI,2025-01-06 11:00:00,0.4160395841016075,2025-01-06 01:00:54.179933620,2025-01-06 11:00:00,2025-01-06 11:00:00,2025-01-06 17:00:00,0.0,0.0
KM CIREMAI,JAYAPURA,2025-01-06 20:00:00,0.7488081085957046,2025-01-06 02:01:42.979417331,2025-01-06 20:00:00,2025-01-06 20:00:00,2025-01-07 01:00:00,0.0,0.0
KM PANGRANGO,AMBON,2025-01-06 06:00:00,0.1511170438034909,2025-01-06 02:22:23.487415378,2025-01-06 06:00:00,2025-01-06 06:00:00,2025-01-06 20:00:00,0.0,0.0
