Ship_Name,Voyage_ID,Leg_Sequence,Port_Name,ETA_Planned,Service_Time_Hours,Next_Port
KM KELUD,VOY_08_2025,6,BATAM,2025-02-26 09:00:00,2.0,TANJUNG PRIOK
KM KELUD,VOY_08_2025,7,TANJUNG PRIOK,2025-02-27 17:00:00,0.0,
KM LAWIT,VOY_04_2025,1,KUMAI,2025-02-15 02:00:00,2.0,SURABAYA
KM LAWIT,VOY_04_2025,2,SURABAYA,2025-02-16 09:00:00,5.0,BENOA
KM LAWIT,VOY_04_2025,3,BENOA,2025-02-17 19:00:00,5.0,BIMA
KM LAWIT,VOY_04_2025,4,BIMA,2025-02-18 22:00:00,2.0,WAINGAPU
KM LAWIT,VOY_04_2025,5,WAINGAPU,2025-02-19 15:00:00,3.0,ENDE
KM LAWIT,VOY_04_2025,6,ENDE,2025-02-20 04:00:00,2.0,KALABAHI
KM LAWIT,VOY_04_2025,7,KALABAHI,2025-02-21 01:00:00,2.0,KUPANG
KM LAWIT,VOY_04_2025,8,KUPANG,2025-02-21 16:00:00,4.0,ROTE
KM LAWIT,VOY_04_2025,9,ROTE,2025-02-22 01:00:00,2.0,KUPANG
KM LAWIT,VOY_04_2025,10,KUPANG,2025-02-22 08:00:00,4.0,KALABAHI
KM LAWIT,VOY_04_2025,11,KALABAHI,2025-02-23 01:00:00,2.0,ENDE
KM LAWIT,VOY_04_2025,12,ENDE,2025-02-23 22:00:00,2.0,WAINGAPU
KM LAWIT,VOY_04_2025,13,WAINGAPU,2025-02-24 10:00:00,3.0,BIMA
KM LAWIT,VOY_04_2025,14,BIMA,2025-02-25 04:00:00,2.0,BENOA
KM LAWIT,VOY_04_2025,15,BENOA,2025-02-26 04:00:00,3.0,SURABAYA
KM LAWIT,VOY_04_2025,16,SURABAYA,2025-02-27 13:00:00,3.0,KUMAI
KM LAWIT,VOY_04_2025,17,KUMAI,2025-02-28 21:00:00,0.0,
KM NGGAPULU,VOY_03_2025,1,TANJUNG PRIOK,2025-01-27 16:00:00,40.0,SURABAYA
KM NGGAPULU,VOY_03_2025,2,SURABAYA,2025-01-30 10:00:00,4.0,MAKASSAR
KM NGGAPULU,VOY_03_2025,3,MAKASSAR,2025-01-31 21:00:00,3.0,BAU-BAU
KM NGGAPULU,VOY_03_2025,4,BAU-BAU,2025-02-01 16:00:00,2.0,NAMLEA
KM NGGAPULU,VOY_03_2025,5,NAMLEA,2025-02-02 19:00:00,2.0,AMBON
KM NGGAPULU,VOY_03_2025,6,AMBON,2025-02-03 02:00:00,6.0,NAMLEA
KM NGGAPULU,VOY_03_2025,7,NAMLEA,2025-02-03 13:00:00,2.0,BAU-BAU
KM NGGAPULU,VOY_03_2025,8,BAU-BAU,2025-02-04 16:00:00,3.0,MAKASSAR
KM NGGAPULU,VOY_03_2025,9,MAKASSAR,2025-02-05 10:00:00,3.0,SURABAYA
KM NGGAPULU,VOY_03_2025,10,SURABAYA,2025-02-06 20:00:00,4.0,TANJUNG PRIOK
KM NGGAPULU,VOY_03_2025,11,TANJUNG PRIOK,2025-02-08 02:00:00,0.0,
KM PANGRANGO,VOY_03_2025,1,AMBON,2025-01-30 12:00:00,28.0,BANDA
KM PANGRANGO,VOY_03_2025,2,BANDA,2025-02-01 06:00:00,34.0,AMBON
KM PANGRANGO,VOY_03_2025,3,AMBON,2025-02-03 06:00:00,14.0,NAMROLE
KM PANGRANGO,VOY_03_2025,4,NAMROLE,2025-02-04 06:00:00,2.0,AMBON
KM PANGRANGO,VOY_03_2025,5,AMBON,2025-02-04 18:00:00,6.0,BANDA
KM PANGRANGO,VOY_03_2025,6,BANDA,2025-02-05 14:00:00,2.0,SAUMLAKI
KM PANGRANGO,VOY_03_2025,7,SAUMLAKI,2025-02-06 19:00:00,5.0,BANDA
KM PANGRANGO,VOY_03_2025,8,BANDA,2025-02-08 05:00:00,2.0,AMBON
KM PANGRANGO,VOY_03_2025,9,AMBON,2025-02-08 21:00:00,20.0,BANDA
KM PANGRANGO,VOY_03_2025,10,BANDA,2025-02-10 07:00:00,2.0,SAUMLAKI
KM PANGRANGO,VOY_03_2025,11,SAUMLAKI,2025-02-11 12:00:00,4.0,BANDA
KM PANGRANGO,VOY_03_2025,12,BANDA,2025-02-12 20:00:00,2.0,AMBON
KM PANGRANGO,VOY_03_2025,13,AMBON,2025-02-13 12:00:00,0.0,
KM PANGRANGO,VOY_04_2025,1,AMBON,2025-02-13 12:00:00,28.0,BANDA
KM PANGRANGO,VOY_04_2025,2,BANDA,2025-02-15 06:00:00,34.0,AMBON
KM PANGRANGO,VOY_04_2025,3,AMBON,2025-02-17 06:00:00,14.0,NAMROLE
KM PANGRANGO,VOY_04_2025,4,NAMROLE,2025-02-18 06:00:00,2.0,AMBON
KM PANGRANGO,VOY_04_2025,5,AMBON,2025-02-18 18:00:00,6.0,BANDA
KM PANGRANGO,VOY_04_2025,6,BANDA,2025-02-19 14:00:00,2.0,SAUMLAKI
KM PANGRANGO,VOY_04_2025,7,SAUMLAKI,2025-02-20 19:00:00,5.0,BANDA
KM PANGRANGO,VOY_04_2025,8,BANDA,2025-02-22 05:00:00,2.0,AMBON
KM PANGRANGO,VOY_04_2025,9,AMBON,2025-02-22 21:00:00,20.0,BANDA
KM PANGRANGO,VOY_04_2025,10,BANDA,2025-02-24 07:00:00,2.0,SAUMLAKI
KM PANGRANGO,VOY_04_2025,11,SAUMLAKI,2025-02-25 12:00:00,4.0,BANDA
KM PANGRANGO,VOY_04_2025,12,BANDA,2025-02-26 20:00:00,2.0,AMBON
KM PANGRANGO,VOY_04_2025,13,AMBON,2025-02-27 12:00:00,0.0,
KM SANGIANG,VOY_03_2025,1,BITUNG,2025-02-04 17:00:00,47.0,TERNATE
KM SANGIANG,VOY_03_2025,2,TERNATE,2025-02-07 13:00:00,3.0,BACAN
KM SANGIANG,VOY_03_2025,3,BACAN,2025-02-08 05:00:00,2.0,SANANA
KM SANGIANG,VOY_03_2025,4,SANANA,2025-02-09 06:00:00,2.0,NAMLEA
KM SANGIANG,VOY_03_2025,5,NAMLEA,2025-02-09 22:00:00,1.0,AMBON
KM SANGIANG,VOY_03_2025,6,AMBON,2025-02-10 09:00:00,4.0,BANDA
KM SANGIANG,VOY_03_2025,7,BANDA,2025-02-11 05:00:00,2.0,GESER
KM SANGIANG,VOY_03_2025,8,GESER,2025-02-11 17:00:00,2.0,FAK-FAK
KM SANGIANG,VOY_03_2025,9,FAK-FAK,2025-02-12 07:00:00,9.0,GESER
KM SANGIANG,VOY_03_2025,10,GESER,2025-02-13 05:00:00,2.0,BANDA
KM SANGIANG,VOY_03_2025,11,BANDA,2025-02-13 17:00:00,2.0,AMBON
KM SANGIANG,VOY_03_2025,12,AMBON,2025-02-14 13:00:00,11.0,NAMLEA
KM SANGIANG,VOY_03_2025,13,NAMLEA,2025-02-15 11:00:00,5.0,SANANA
KM SANGIANG,VOY_03_2025,14,SANANA,2025-02-16 06:00:00,2.0,BACAN
KM SANGIANG,VOY_03_2025,15,BACAN,2025-02-17 05:00:00,2.0,TERNATE
KM SANGIANG,VOY_03_2025,16,TERNATE,2025-02-17 19:00:00,2.0,BITUNG
KM SANGIANG,VOY_03_2025,17,BITUNG,2025-02-18 17:00:00,0.0,
KM SANGIANG,VOY_04_2025,1,BITUNG,2025-02-18 17:00:00,47.0,TERNATE
KM SANGIANG,VOY_04_2025,2,TERNATE,2025-02-21 13:00:00,3.0,BACAN
KM SANGIANG,VOY_04_2025,3,BACAN,2025-02-22 05:00:00,2.0,SANANA
KM SANGIANG,VOY_04_2025,4,SANANA,2025-02-23 06:00:00,2.0,NAMLEA
KM SANGIANG,VOY_04_2025,5,NAMLEA,2025-02-23 22:00:00,1.0,AMBON
KM SANGIANG,VOY_04_2025,6,AMBON,2025-02-24 09:00:00,4.0,BANDA
KM SANGIANG,VOY_04_2025,7,BANDA,2025-02-25 05:00:00,2.0,GESER
KM SANGIANG,VOY_04_2025,8,GESER,2025-02-25 17:00:00,2.0,FAK-FAK
KM SANGIANG,VOY_04_2025,9,FAK-FAK,2025-02-26 07:00:00,9.0,GESER
KM SANGIANG,VOY_04_2025,10,GESER,2025-02-27 05:00:00,2.0,BANDA
KM SANGIANG,VOY_04_2025,11,BANDA,2025-02-27 17:00:00,2.0,AMBON
KM SANGIANG,VOY_04_2025,12,AMBON,2025-02-28 13:00:00,11.0,NAMLEA
KM SANGIANG,VOY_04_2025,13,NAMLEA,2025-03-01 11:00:00,5.0,SANANA
KM SANGIANG,VOY_04_2025,14,SANANA,2025-03-02 06:00:00,2.0,BACAN
KM SANGIANG,VOY_04_2025,15,BACAN,2025-03-03 05:00:00,2.0,TERNATE
KM SANGIANG,VOY_04_2025,16,TERNATE,2025-03-03 19:00:00,2.0,BITUNG
KM SANGIANG,VOY_04_2025,17,BITUNG,2025-03-04 17:00:00,0.0,
KM SINABUNG,VOY_03_2025,1,SURABAYA,2025-02-08 22:00:00,21.0,MAKASSAR
KM SINABUNG,VOY_03_2025,2,MAKASSAR,2025-02-11 02:00:00,3.0,BAU-BAU
KM SINABUNG,VOY_03_2025,3,BAU-BAU,2025-02-11 22:00:00,2.0,BANGGAI
KM SINABUNG,VOY_03_2025,4,BANGGAI,2025-02-12 18:00:00,1.0,BITUNG
KM SINABUNG,VOY_03_2025,5,BITUNG,2025-02-13 10:00:00,3.0,TERNATE
KM SINABUNG,VOY_03_2025,6,TERNATE,2025-02-14 00:00:00,2.0,BACAN
KM SINABUNG,VOY_03_2025,7,BACAN,2025-02-14 09:00:00,1.0,SORONG
KM SINABUNG,VOY_03_2025,8,SORONG,2025-02-15 01:00:00,3.0,MANOKWARI
KM SINABUNG,VOY_03_2025,9,MANOKWARI,2025-02-15 18:00:00,2.0,BIAK
KM SINABUNG,VOY_03_2025,10,BIAK,2025-02-16 06:00:00,2.0,JAYAPURA
KM SINABUNG,VOY_03_2025,11,JAYAPURA,2025-02-17 04:00:00,4.0,BIAK
KM SINABUNG,VOY_03_2025,12,BIAK,2025-02-18 08:00:00,2.0,MANOKWARI
KM SINABUNG,VOY_03_2025,13,MANOKWARI,2025-02-18 20:00:00,2.0,SORONG
KM SINABUNG,VOY_03_2025,14,SORONG,2025-02-19 13:00:00,2.0,BACAN
KM SINABUNG,VOY_03_2025,15,BACAN,2025-02-20 07:00:00,1.0,TERNATE
KM SINABUNG,VOY_03_2025,16,TERNATE,2025-02-20 15:00:00,2.0,BITUNG
KM SINABUNG,VOY_03_2025,17,BITUNG,2025-02-21 03:00:00,2.0,BANGGAI
KM SINABUNG,VOY_03_2025,18,BANGGAI,2025-02-21 21:00:00,2.0,BAU-BAU
KM SINABUNG,VOY_03_2025,19,BAU-BAU,2025-02-22 17:00:00,2.0,MAKASSAR
KM SINABUNG,VOY_03_2025,20,MAKASSAR,2025-02-23 12:00:00,2.0,SURABAYA
KM SINABUNG,VOY_03_2025,21,SURABAYA,2025-02-24 22:00:00,0.0,
KM TIDAR,VOY_03_2025,1,KIJANG,2025-01-31 05:00:00,4.0,TANJUNG PRIOK
KM TIDAR,VOY_03_2025,2,TANJUNG PRIOK,2025-02-01 21:00:00,6.0,SURABAYA
KM TIDAR,VOY_03_2025,3,SURABAYA,2025-02-03 08:00:00,2.0,MAKASSAR
KM TIDAR,VOY_03_2025,4,MAKASSAR,2025-02-04 18:00:00,3.0,BAU-BAU
KM TIDAR,VOY_03_2025,5,BAU-BAU,2025-02-05 14:00:00,3.0,MAUMERE
KM TIDAR,VOY_03_2025,6,MAUMERE,2025-02-06 07:00:00,2.0,LARANTUKA
KM TIDAR,VOY_03_2025,7,LARANTUKA,2025-02-06 15:00:00,2.0,LEWOLEBA
KM TIDAR,VOY_03_2025,8,LEWOLEBA,2025-02-06 20:00:00,2.0,KUPANG
KM TIDAR,VOY_03_2025,9,KUPANG,2025-02-07 07:00:00,4.0,LEWOLEBA
KM TIDAR,VOY_03_2025,10,LEWOLEBA,2025-02-07 19:00:00,2.0,LARANTUKA
KM TIDAR,VOY_03_2025,11,LARANTUKA,2025-02-08 00:00:00,2.0,MAUMERE
KM TIDAR,VOY_03_2025,12,MAUMERE,2025-02-08 08:00:00,2.0,BAU-BAU
KM TIDAR,VOY_03_2025,13,BAU-BAU,2025-02-08 23:00:00,3.0,MAKASSAR
KM TIDAR,VOY_03_2025,14,MAKASSAR,2025-02-09 19:00:00,5.0,SURABAYA
KM TIDAR,VOY_03_2025,15,SURABAYA,2025-02-11 08:00:00,3.0,TANJUNG PRIOK
KM TIDAR,VOY_03_2025,16,TANJUNG PRIOK,2025-02-12 15:00:00,3.0,KIJANG
KM TIDAR,VOY_03_2025,17,KIJANG,2025-02-14 05:00:00,0.0,
KM TIDAR,VOY_04_2025,1,KIJANG,2025-02-14 05:00:00,4.0,TANJUNG PRIOK
KM TIDAR,VOY_04_2025,2,TANJUNG PRIOK,2025-02-15 21:00:00,6.0,SURABAYA
KM TIDAR,VOY_04_2025,3,SURABAYA,2025-02-17 08:00:00,2.0,MAKASSAR
KM TIDAR,VOY_04_2025,4,MAKASSAR,2025-02-18 18:00:00,3.0,BAU-BAU
KM TIDAR,VOY_04_2025,5,BAU-BAU,2025-02-19 14:00:00,3.0,MAUMERE
KM TIDAR,VOY_04_2025,6,MAUMERE,2025-02-20 07:00:00,2.0,LARANTUKA
KM TIDAR,VOY_04_2025,7,LARANTUKA,2025-02-20 15:00:00,2.0,LEWOLEBA
KM TIDAR,VOY_04_2025,8,LEWOLEBA,2025-02-20 20:00:00,2.0,KUPANG
KM TIDAR,VOY_04_2025,9,KUPANG,2025-02-21 07:00:00,4.0,LEWOLEBA
KM TIDAR,VOY_04_2025,10,LEWOLEBA,2025-02-21 19:00:00,2.0,LARANTUKA
KM TIDAR,VOY_04_2025,11,LARANTUKA,2025-02-22 00:00:00,2.0,MAUMERE
KM TIDAR,VOY_04_2025,12,MAUMERE,2025-02-22 08:00:00,2.0,BAU-BAU
KM TIDAR,VOY_04_2025,13,BAU-BAU,2025-02-22 23:00:00,3.0,MAKASSAR
KM TIDAR,VOY_04_2025,14,MAKASSAR,2025-02-23 19:00:00,5.0,SURABAYA
KM TIDAR,VOY_04_2025,15,SURABAYA,2025-02-25 08:00:00,3.0,TANJUNG PRIOK
KM TIDAR,VOY_04_2025,16,TANJUNG PRIOK,2025-02-26 15:00:00,3.0,KIJANG
KM TIDAR,VOY_04_2025,17,KIJANG,2025-02-28 05:00:00,0.0,
KM WILIS,VOY_03_2025,1,BATULICIN,2025-01-28 15:00:00,27.0,MAKASSAR
KM WILIS,VOY_03_2025,2,MAKASSAR,2025-01-31 00:00:00,8.0,LABUAN BAJO
KM WILIS,VOY_03_2025,3,LABUAN BAJO,2025-02-01 08:00:00,1.0,BIMA
KM WILIS,VOY_03_2025,4,BIMA,2025-02-01 18:00:00,1.0,WAIKELO
KM WILIS,VOY_03_2025,5,WAIKELO,2025-02-02 06:00:00,1.0,WAINGAPU
KM WILIS,VOY_03_2025,6,WAINGAPU,2025-02-02 16:00:00,4.0,ENDE
KM WILIS,VOY_03_2025,7,ENDE,2025-02-03 07:00:00,2.0,KUPANG
KM WILIS,VOY_03_2025,8,KUPANG,2025-02-04 01:00:00,8.0,KALABAHI
KM WILIS,VOY_03_2025,9,KALABAHI,2025-02-05 02:00:00,12.0,KUPANG
KM WILIS,VOY_03_2025,10,KUPANG,2025-02-06 06:00:00,8.0,ENDE
KM WILIS,VOY_03_2025,11,ENDE,2025-02-07 06:00:00,2.0,WAINGAPU
KM WILIS,VOY_03_2025,12,WAINGAPU,2025-02-07 19:00:00,2.0,WAIKELO
KM WILIS,VOY_03_2025,13,WAIKELO,2025-02-08 06:00:00,1.0,BIMA
KM WILIS,VOY_03_2025,14,BIMA,2025-02-08 18:00:00,2.0,LABUAN BAJO
KM WILIS,VOY_03_2025,15,LABUAN BAJO,2025-02-09 05:00:00,1.0,MAKASSAR
KM WILIS,VOY_03_2025,16,MAKASSAR,2025-02-10 06:00:00,3.0,BATULICIN
KM WILIS,VOY_03_2025,17,BATULICIN,2025-02-11 15:00:00,0.0,
KM WILIS,VOY_04_2025,1,BATULICIN,2025-02-11 15:00:00,27.0,MAKASSAR
KM WILIS,VOY_04_2025,2,MAKASSAR,2025-02-14 00:00:00,8.0,LABUAN BAJO
KM WILIS,VOY_04_2025,3,LABUAN BAJO,2025-02-15 08:00:00,1.0,BIMA
KM WILIS,VOY_04_2025,4,BIMA,2025-02-15 18:00:00,1.0,WAIKELO
KM WILIS,VOY_04_2025,5,WAIKELO,2025-02-16 06:00:00,1.0,WAINGAPU
KM WILIS,VOY_04_2025,6,WAINGAPU,2025-02-16 16:00:00,4.0,ENDE
KM WILIS,VOY_04_2025,7,ENDE,2025-02-17 07:00:00,2.0,KUPANG
KM WILIS,VOY_04_2025,8,KUPANG,2025-02-18 01:00:00,8.0,KALABAHI
KM WILIS,VOY_04_2025,9,KALABAHI,2025-02-19 02:00:00,12.0,KUPANG
KM WILIS,VOY_04_2025,10,KUPANG,2025-02-20 06:00:00,8.0,ENDE
KM WILIS,VOY_04_2025,11,ENDE,2025-02-21 06:00:00,2.0,WAINGAPU
KM WILIS,VOY_04_2025,12,WAINGAPU,2025-02-21 19:00:00,2.0,WAIKELO
KM WILIS,VOY_04_2025,13,WAIKELO,2025-02-22 06:00:00,1.0,BIMA
KM WILIS,VOY_04_2025,14,BIMA,2025-02-22 18:00:00,2.0,LABUAN BAJO
KM WILIS,VOY_04_2025,15,LABUAN BAJO,2025-02-23 05:00:00,1.0,MAKASSAR
KM WILIS,VOY_04_2025,16,MAKASSAR,2025-02-24 06:00:00,3.0,BATULICIN
KM WILIS,VOY_04_2025,17,BATULICIN,2025-02-25 15:00:00,0.0,
KM BINAIYA,VOY_03_2025,1,BENOA,2025-01-29 10:00:00,12.0,BIMA
KM BINAIYA,VOY_03_2025,2,BIMA,2025-01-30 21:00:00,2.0,LABUAN BAJO
KM BINAIYA,VOY_03_2025,3,LABUAN BAJO,2025-01-31 07:00:00,2.0,MAKASSAR
KM BINAIYA,VOY_03_2025,4,MAKASSAR,2025-02-01 04:00:00,5.0,PARE-PARE
KM BINAIYA,VOY_03_2025,5,PARE-PARE,2025-02-01 15:00:00,2.0,BONTANG
KM BINAIYA,VOY_03_2025,6,BONTANG,2025-02-02 20:00:00,3.0,PARE-PARE
KM BINAIYA,VOY_03_2025,7,PARE-PARE,2025-02-04 02:00:00,2.0,MAKASSAR
KM BINAIYA,VOY_03_2025,8,MAKASSAR,2025-02-04 10:00:00,5.0,LABUAN BAJO
KM BINAIYA,VOY_03_2025,9,LABUAN BAJO,2025-02-05 11:00:00,2.0,BIMA
KM BINAIYA,VOY_03_2025,10,BIMA,2025-02-05 21:00:00,1.0,BENOA
KM BINAIYA,VOY_03_2025,11,BENOA,2025-02-06 21:00:00,4.0,BIMA
KM BINAIYA,VOY_03_2025,12,BIMA,2025-02-08 00:00:00,3.0,WAINGAPU
KM BINAIYA,VOY_03_2025,13,WAINGAPU,2025-02-08 17:00:00,2.0,ENDE
KM BINAIYA,VOY_03_2025,14,ENDE,2025-02-09 04:00:00,2.0,KUPANG
KM BINAIYA,VOY_03_2025,15,KUPANG,2025-02-09 19:00:00,4.0,ENDE
KM BINAIYA,VOY_03_2025,16,ENDE,2025-02-10 12:00:00,2.0,WAINGAPU
KM BINAIYA,VOY_03_2025,17,WAINGAPU,2025-02-10 23:00:00,1.0,BIMA
KM BINAIYA,VOY_03_2025,18,BIMA,2025-02-11 14:00:00,1.0,BENOA
KM BINAIYA,VOY_03_2025,19,BENOA,2025-02-12 14:00:00,0.0,
KM BINAIYA,VOY_04_2025,1,BENOA,2025-02-12 14:00:00,18.0,BIMA
KM BINAIYA,VOY_04_2025,2,BIMA,2025-02-14 07:00:00,2.0,LABUAN BAJO
KM BINAIYA,VOY_04_2025,3,LABUAN BAJO,2025-02-14 17:00:00,2.0,MAKASSAR
KM BINAIYA,VOY_04_2025,4,MAKASSAR,2025-02-15 14:00:00,5.0,AWERANGE
KM BINAIYA,VOY_04_2025,5,AWERANGE,2025-02-16 01:00:00,2.0,BONTANG
KM BINAIYA,VOY_04_2025,6,BONTANG,2025-02-17 06:00:00,3.0,PARE-PARE
KM BINAIYA,VOY_04_2025,7,PARE-PARE,2025-02-18 12:00:00,2.0,BONTANG
KM BINAIYA,VOY_04_2025,8,BONTANG,2025-02-19 17:00:00,4.0,AWERANGE
KM BINAIYA,VOY_04_2025,9,AWERANGE,2025-02-21 00:00:00,2.0,MAKASSAR
KM BINAIYA,VOY_04_2025,10,MAKASSAR,2025-02-21 08:00:00,4.0,LABUAN BAJO
KM BINAIYA,VOY_04_2025,11,LABUAN BAJO,2025-02-22 07:00:00,2.0,BIMA
KM BINAIYA,VOY_04_2025,12,BIMA,2025-02-22 17:00:00,1.0,BENOA
KM BINAIYA,VOY_04_2025,13,BENOA,2025-02-23 17:00:00,14.0,LABUAN BAJO
KM BINAIYA,VOY_04_2025,14,LABUAN BAJO,2025-02-25 10:00:00,3.0,BENOA
KM BINAIYA,VOY_04_2025,15,BENOA,2025-02-26 16:00:00,0.0,
KM BK RAYA,VOY_04_2024,1,TANJUNG PRIOK,2025-02-09 01:00:00,9.0,BLINYU
KM BK RAYA,VOY_04_2024,2,BLINYU,2025-02-10 14:00:00,1.0,KIJANG
KM BK RAYA,VOY_04_2024,3,KIJANG,2025-02-11 06:00:00,3.0,LETUNG
KM BK RAYA,VOY_04_2024,4,LETUNG,2025-02-11 22:00:00,1.0,TAREMPA
KM BK RAYA,VOY_04_2024,5,TAREMPA,2025-02-12 04:00:00,2.0,NATUNA
KM BK RAYA,VOY_04_2024,6,NATUNA,2025-02-12 17:00:00,3.0,MIDAI
KM BK RAYA,VOY_04_2024,7,MIDAI,2025-02-13 00:00:00,2.0,SERASAN
KM BK RAYA,VOY_04_2024,8,SERASAN,2025-02-13 10:00:00,2.0,PONTIANAK
KM BK RAYA,VOY_04_2024,9,PONTIANAK,2025-02-14 06:00:00,2.0,SURABAYA
KM BK RAYA,VOY_04_2024,10,SURABAYA,2025-02-16 05:00:00,4.0,PONTIANAK
KM BK RAYA,VOY_04_2024,11,PONTIANAK,2025-02-18 09:00:00,2.0,SERASAN
KM BK RAYA,VOY_04_2024,12,SERASAN,2025-02-19 01:00:00,2.0,MIDAI
KM BK RAYA,VOY_04_2024,13,MIDAI,2025-02-19 11:00:00,1.0,NATUNA
KM BK RAYA,VOY_04_2024,14,NATUNA,2025-02-19 16:00:00,2.0,TAREMPA
KM BK RAYA,VOY_04_2024,15,TAREMPA,2025-02-20 05:00:00,1.0,LETUNG
KM BK RAYA,VOY_04_2024,16,LETUNG,2025-02-20 10:00:00,1.0,KIJANG
KM BK RAYA,VOY_04_2024,17,KIJANG,2025-02-21 01:00:00,2.0,BLINYU
KM BK RAYA,VOY_04_2024,18,BLINYU,2025-02-21 19:00:00,1.0,TANJUNG PRIOK
KM BK RAYA,VOY_04_2024,19,TANJUNG PRIOK,2025-02-23 00:00:00,0.0,
KM BK SIGUNTANG,VOY_03_2025,1,MAKASSAR,2025-01-25 07:00:00,17.0,PARE-PARE
KM BK SIGUNTANG,VOY_03_2025,2,PARE-PARE,2025-01-26 05:00:00,4.0,BALIKPAPAN
KM BK SIGUNTANG,VOY_03_2025,3,BALIKPAPAN,2025-01-27 00:00:00,2.0,TARAKAN
KM BK SIGUNTANG,VOY_03_2025,4,TARAKAN,2025-01-28 03:00:00,4.0,NUNUKAN
KM BK SIGUNTANG,VOY_03_2025,5,NUNUKAN,2025-01-28 13:00:00,3.0,BALIKPAPAN
KM BK SIGUNTANG,VOY_03_2025,6,BALIKPAPAN,2025-01-29 19:00:00,2.0,PARE-PARE
KM BK SIGUNTANG,VOY_03_2025,7,PARE-PARE,2025-01-30 12:00:00,4.0,MAKASSAR
KM BK SIGUNTANG,VOY_03_2025,8,MAKASSAR,2025-01-30 21:00:00,3.0,MAUMERE
KM BK SIGUNTANG,VOY_03_2025,9,MAUMERE,2025-01-31 18:00:00,2.0,LEWOLEBA
KM BK SIGUNTANG,VOY_03_2025,10,LEWOLEBA,2025-02-01 02:00:00,2.0,KUPANG
KM BK SIGUNTANG,VOY_03_2025,11,KUPANG,2025-02-01 11:00:00,6.0,LEWOLEBA
KM BK SIGUNTANG,VOY_03_2025,12,LEWOLEBA,2025-02-02 00:00:00,2.0,MAUMERE
KM BK SIGUNTANG,VOY_03_2025,13,MAUMERE,2025-02-02 09:00:00,1.0,MAKASSAR
KM BK SIGUNTANG,VOY_03_2025,14,MAKASSAR,2025-02-03 04:00:00,6.0,PARE-PARE
KM BK SIGUNTANG,VOY_03_2025,15,PARE-PARE,2025-02-03 15:00:00,4.0,BALIKPAPAN
KM BK SIGUNTANG,VOY_03_2025,16,BALIKPAPAN,2025-02-04 11:00:00,2.0,TARAKAN
