Ship_Name,Port_Name,ETA_Planned,Optimized_Priority,Queue_Time,Actual_Arrival,Actual_Berth,Actual_Departure,Delay_Hours,Waiting_Time_Hours
KM PANGRANGO,AMBON,2025-04-01 18:00:00,0.4518889558883271,2025-04-01 07:09:16.794211248,2025-04-01 18:00:00,2025-04-01 18:00:00,2025-04-02 00:00:00,0.0,0.0
KM BINAIYA,MAKASSAR,2025-04-01 21:00:00,0.5591294942833284,2025-04-01 07:34:51.211693920,2025-04-01 21:00:00,2025-04-02 08:00:00,2025-04-02 18:00:00,11.0,11.0
KM SINABUNG,AMBON,2025-04-01 23:00:00,0.3751461062115454,2025-04-01 13:59:47.376423323,2025-04-01 23:00:00,2025-04-02 00:00:00,2025-04-02 04:00:00,1.0,1.0
KM TILONGKABILA,LUWUK,2025-04-02 07:00:00,0.5004669731447379,2025-04-01 18:59:19.653520294,2025-04-02 07:00:00,2025-04-02 07:00:00,2025-04-02 10:00:00,0.0,0.0
KM TIDAR,MAKASSAR,2025-04-02 07:00:00,0.4814539254741793,2025-04-01 19:26:42.380839033,2025-04-02 08:00:00,2025-04-02 18:00:00,2025-04-02 21:00:00,11.0,10.0
KM LABOBAR,BAU-BAU,2025-04-02 11:00:00,0.6280816109272189,2025-04-01 19:55:33.748815890,2025-04-02 11:00:00,2025-04-02 11:00:00,2025-04-02 13:00:00,0.0,0.0
KM JETLINER,RAHA,2025-04-02 07:00:00,0.4560358998674685,2025-04-01 20:03:18.498251452,2025-04-02 07:00:00,2025-04-02 07:00:00,2025-04-02 08:00:00,0.0,0.0
KM SANGIANG,TERNATE,2025-04-02 13:00:00,0.6366557202724039,2025-04-01 21:43:12.945768464,2025-04-02 13:00:00,2025-04-02 13:00:00,2025-04-02 16:00:00,0.0,0.0
KM PANGRANGO,BANDA,2025-04-02 14:00:00,0.5756523556258727,2025-04-02 00:11:03.636473925,2025-04-02 14:00:00,2025-04-02 14:00:00,2025-04-02 16:00:00,0.0,0.0
KM NGGAPULU,MAKASSAR,2025-04-02 11:00:00,0.4142593131734204,2025-04-02 01:03:27.995341817,2025-04-02 12:00:00,2025-04-02 21:00:00,2025-04-03 00:00:00,10.0,9.0
KM SIRIMAU,SORONG,2025-04-02 18:00:00,0.6366882624449918,2025-04-02 02:43:10.134124752,2025-04-02 18:00:00,2025-04-02 18:00:00,2025-04-03 03:00:00,0.0,0.0
KM TATAMAILAU,TERNATE,2025-04-02 16:00:00,0.417670887567773,2025-04-02 05:58:33.235314143,2025-04-02 16:00:00,2025-04-02 16:00:00,2025-04-02 17:00:00,0.0,0.0
KM JETLINER,KENDARI,2025-04-02 16:00:00,0.3903548816705733,2025-04-02 06:37:53.338223662,2025-04-02 16:00:00,2025-04-02 16:00:00,2025-04-02 18:00:00,0.0,0.0
KM LAWIT,SEMARANG,2025-04-02 18:00:00,0.4360932236438382,2025-04-02 07:32:01.545477173,2025-04-02 18:00:00,2025-04-02 18:00:00,2025-04-03 02:00:00,0.0,0.0
KM TILONGKABILA,GORONTALO,2025-04-02 21:00:00,0.4879934072021945,2025-04-02 09:17:17.369617730,2025-04-02 21:00:00,2025-04-02 21:00:00,2025-04-02 23:00:00,0.0,0.0
KM SINABUNG,SORONG,2025-04-03 03:00:00,0.602369420212264,2025-04-02 12:32:35.282093662,2025-04-03 03:00:00,2025-04-03 03:00:00,2025-04-03 06:00:00,0.0,0.0
KM BINAIYA,BIMA,2025-04-03 04:00:00,0.6398009589100189,2025-04-02 12:38:41.197150176,2025-04-03 04:00:00,2025-04-03 04:00:00,2025-04-03 06:00:00,0.0,0.0
KM NGGAPULU,BAU-BAU,2025-04-03 05:00:00,0.680685137198923,2025-04-02 12:39:48.804146014,2025-04-03 05:00:00,2025-04-03 05:00:00,2025-04-03 07:00:00,0.0,0.0
KM EGON,WAINGAPU,2025-04-02 22:00:00,0.3618927674318124,2025-04-02 13:18:52.464893894,2025-04-02 22:00:00,2025-04-02 22:00:00,2025-04-03 05:00:00,0.0,0.0
KM TIDAR,BAU-BAU,2025-04-03 02:00:00,0.5245637437351615,2025-04-02 13:24:37.692541282,2025-04-03 02:00:00,2025-04-03 07:00:00,2025-04-03 10:00:00,5.0,5.0
KM SANGIANG,BACAN,2025-04-03 05:00:00,0.5494058032696194,2025-04-02 15:48:51.338597505,2025-04-03 05:00:00,2025-04-03 05:00:00,2025-04-03 07:00:00,0.0,0.0
KM LEUSER,KUMAI,2025-04-03 04:00:00,0.4870348506932979,2025-04-02 16:18:40.188900100,2025-04-03 04:00:00,2025-04-03 04:00:00,2025-04-03 07:00:00,0.0,0.0
KM JETLINER,WANCI,2025-04-03 07:00:00,0.4875790078999483,2025-04-02 19:17:53.173717444,2025-04-03 07:00:00,2025-04-03 07:00:00,2025-04-03 09:00:00,0.0,0.0
KM TILONGKABILA,BITUNG,2025-04-03 14:00:00,0.5143345054354016,2025-04-03 01:39:21.498730380,2025-04-03 14:00:00,2025-04-03 14:00:00,2025-04-05 02:00:00,0.0,0.0
KM BINAIYA,LABUAN BAJO,2025-04-03 14:00:00,0.4922147668022838,2025-04-03 02:11:12.644148282,2025-04-03 14:00:00,2025-04-03 14:00:00,2025-04-03 16:00:00,0.0,0.0
KM LABOBAR,AMBON,2025-04-03 14:00:00,0.4800049895924319,2025-04-03 02:28:47.568899216,2025-04-03 14:00:00,2025-04-03 14:00:00,2025-04-03 17:00:00,0.0,0.0
KM TIDAR,MAUMERE,2025-04-03 19:00:00,0.6297494472405866,2025-04-03 03:53:09.647758414,2025-04-03 19:00:00,2025-04-03 19:00:00,2025-04-03 21:00:00,0.0,0.0
KM KELIMUTU,KUMAI,2025-04-03 19:00:00,0.6163719587505454,2025-04-03 04:12:25.462763954,2025-04-03 19:00:00,2025-04-03 19:00:00,2025-04-03 21:00:00,0.0,0.0
KM SINABUNG,MANOKWARI,2025-04-03 20:00:00,0.6294072287046651,2025-04-03 04:53:39.215439917,2025-04-03 20:00:00,2025-04-03 20:00:00,2025-04-03 22:00:00,0.0,0.0
KM TATAMAILAU,AMBON,2025-04-03 21:00:00,0.5973876511752432,2025-04-03 06:39:45.706938459,2025-04-03 21:00:00,2025-04-03 21:00:00,2025-04-03 23:00:00,0.0,0.0
KM PANGRANGO,SAUMLAKI,2025-04-03 19:00:00,0.4951843581870059,2025-04-03 07:06:56.071452644,2025-04-03 19:00:00,2025-04-03 19:00:00,2025-04-04 00:00:00,0.0,0.0
KM JETLINER,KENDARI,2025-04-03 22:00:00,0.5244708132837648,2025-04-03 09:24:45.721732284,2025-04-03 22:00:00,2025-04-03 22:00:00,2025-04-04 17:00:00,0.0,0.0
KM LABOBAR,BANDA,2025-04-04 01:00:00,0.5281388427764002,2025-04-03 12:19:28.803984118,2025-04-04 01:00:00,2025-04-04 01:00:00,2025-04-04 03:00:00,0.0,0.0
KM KELUD,TANJUNG PRIOK,2025-04-04 03:00:00,0.5061349901210657,2025-04-03 14:51:09.936853539,2025-04-04 03:00:00,2025-04-04 03:00:00,2025-04-04 17:00:00,0.0,0.0
KM TIDAR,LARANTUKA,2025-04-04 03:00:00,0.4134886371210156,2025-04-03 17:04:34.581752746,2025-04-04 03:00:00,2025-04-04 03:00:00,2025-04-04 05:00:00,0.0,0.0
KM SANGIANG,SANANA,2025-04-04 06:00:00,0.5216096321595669,2025-04-03 17:28:52.927781413,2025-04-04 06:00:00,2025-04-04 06:00:00,2025-04-04 08:00:00,0.0,0.0
KM NGGAPULU,NAMLEA,2025-04-04 08:00:00,0.577106922665181,2025-04-03 18:08:57.961881730,2025-04-04 08:00:00,2025-04-04 08:00:00,2025-04-04 10:00:00,0.0,0.0
KM SINABUNG,BIAK,2025-04-04 08:00:00,0.561269415806287,2025-04-03 18:31:46.322474337,2025-04-04 08:00:00,2025-04-04 08:00:00,2025-04-04 10:00:00,0.0,0.0
KM TIDAR,LEWOLEBA,2025-04-04 08:00:00,0.5224698902026608,2025-04-03 19:27:38.601486490,2025-04-04 08:00:00,2025-04-04 08:00:00,2025-04-04 10:00:00,0.0,0.0
KM EGON,LEMBAR,2025-04-04 07:00:00,0.4719026284392795,2025-04-03 19:40:27.612902846,2025-04-04 07:00:00,2025-04-04 07:00:00,2025-04-04 10:00:00,0.0,0.0
KM BINAIYA,MAKASSAR,2025-04-04 11:00:00,0.4877255337994984,2025-04-03 23:17:40.513879724,2025-04-04 11:00:00,2025-04-04 11:00:00,2025-04-04 16:00:00,0.0,0.0
KM LEUSER,SEMARANG,2025-04-04 08:00:00,0.3572179990137916,2025-04-03 23:25:36.364885209,2025-04-04 08:00:00,2025-04-04 08:00:00,2025-04-04 11:00:00,0.0,0.0
KM NGGAPULU,AMBON,2025-04-04 15:00:00,0.5126950066336718,2025-04-04 02:41:43.151426852,2025-04-04 15:00:00,2025-04-04 15:00:00,2025-04-04 19:00:00,0.0,0.0
KM SIRIMAU,AMBON,2025-04-04 13:00:00,0.3842824130922005,2025-04-04 03:46:37.999508834,2025-04-04 13:00:00,2025-04-04 19:00:00,2025-04-04 23:00:00,6.0,6.0
KM LAWIT,SAMPIT,2025-04-04 12:00:00,0.3112566456597787,2025-04-04 04:31:47.425814994,2025-04-04 12:00:00,2025-04-04 12:00:00,2025-04-05 09:00:00,0.0,0.0
KM LABOBAR,TUAL,2025-04-04 16:00:00,0.4669053670010513,2025-04-04 04:47:39.376291110,2025-04-04 16:00:00,2025-04-04 16:00:00,2025-04-04 20:00:00,0.0,0.0
KM SANGIANG,NAMLEA,2025-04-04 22:00:00,0.6811050702720016,2025-04-04 05:39:12.521928500,2025-04-04 22:00:00,2025-04-04 22:00:00,2025-04-04 23:00:00,0.0,0.0
KM BINAIYA,AWERANGE,2025-04-04 22:00:00,0.6788960840399394,2025-04-04 05:42:23.378338948,2025-04-04 22:00:00,2025-04-04 22:00:00,2025-04-05 00:00:00,0.0,0.0
KM TIDAR,KUPANG,2025-04-04 18:00:00,0.4501824146390368,2025-04-04 07:11:44.239375187,2025-04-04 18:00:00,2025-04-04 18:00:00,2025-04-04 22:00:00,0.0,0.0
KM GUNUNG DEMPO,TANJUNG PRIOK,2025-04-04 21:00:00,0.5133823232710575,2025-04-04 08:40:43.767269382,2025-04-04 21:00:00,2025-04-04 21:00:00,2025-04-05 07:00:00,0.0,0.0
KM AWU,KUMAI,2025-04-05 03:00:00,0.6509588291591234,2025-04-04 11:22:37.157160652,2025-04-05 03:00:00,2025-04-05 03:00:00,2025-04-05 06:00:00,0.0,0.0
KM KELIMUTU,SEMARANG,2025-04-04 22:00:00,0.4416254791196405,2025-04-04 11:24:03.558604065,2025-04-04 22:00:00,2025-04-04 22:00:00,2025-04-05 02:00:00,0.0,0.0
KM TATAMAILAU,TUAL,2025-04-05 04:00:00,0.6698012877612138,2025-04-04 11:55:29.168737432,2025-04-05 04:00:00,2025-04-05 04:00:00,2025-04-05 07:00:00,0.0,0.0
KM LABOBAR,DOBO,2025-04-05 03:00:00,0.4941931748367831,2025-04-04 15:08:21.709694102,2025-04-05 03:00:00,2025-04-05 03:00:00,2025-04-05 06:00:00,0.0,0.0
KM JETLINER,WANCI,2025-04-05 06:00:00,0.6007668931917873,2025-04-04 15:34:53.740428230,2025-04-05 06:00:00,2025-04-05 06:00:00,2025-04-05 08:00:00,0.0,0.0
KM BK SIGUNTANG,MAKASSAR,2025-04-05 07:00:00,0.5696675878289709,2025-04-04 17:19:40.720411578,2025-04-05 07:00:00,2025-04-05 07:00:00,2025-04-06 02:00:00,0.0,0.0
KM SANGIANG,AMBON,2025-04-05 09:00:00,0.6232861981818986,2025-04-04 18:02:28.072477083,2025-04-05 09:00:00,2025-04-05 09:00:00,2025-04-05 13:00:00,0.0,0.0
KM SINABUNG,JAYAPURA,2025-04-05 07:00:00,0.5000823302292973,2025-04-04 18:59:52.886668190,2025-04-05 07:00:00,2025-04-05 07:00:00,2025-04-05 13:00:00,0.0,0.0
KM PANGRANGO,BANDA,2025-04-05 05:00:00,0.3266646169043,2025-04-04 21:09:36.177099470,2025-04-05 05:00:00,2025-04-05 05:00:00,2025-04-05 07:00:00,0.0,0.0
KM TIDAR,LEWOLEBA,2025-04-05 07:00:00,0.3243850006388588,2025-04-04 23:12:53.135944802,2025-04-05 07:00:00,2025-04-05 07:00:00,2025-04-05 09:00:00,0.0,0.0
KM LEUSER,KUMAI,2025-04-05 12:00:00,0.4825300846323844,2025-04-05 00:25:09.400687763,2025-04-05 12:00:00,2025-04-05 12:00:00,2025-04-05 15:00:00,0.0,0.0
KM TATAMAILAU,DOBO,2025-04-05 18:00:00,0.6657183444416883,2025-04-05 02:01:21.935040237,2025-04-05 18:00:00,2025-04-05 18:00:00,2025-04-05 20:00:00,0.0,0.0
KM EGON,SURABAYA,2025-04-05 11:00:00,0.3101101233005238,2025-04-05 03:33:26.485346834,2025-04-05 11:00:00,2025-04-05 11:00:00,2025-04-05 15:00:00,0.0,0.0
KM TIDAR,LARANTUKA,2025-04-05 12:00:00,0.3372590644407747,2025-04-05 03:54:20.816832316,2025-04-05 12:00:00,2025-04-05 12:00:00,2025-04-05 14:00:00,0.0,0.0
KM LABOBAR,KAIMANA,2025-04-05 15:00:00,0.4231013586320025,2025-04-05 04:50:44.042614196,2025-04-05 15:00:00,2025-04-05 15:00:00,2025-04-05 20:00:00,0.0,0.0
KM NGGAPULU,TERNATE,2025-04-05 16:00:00,0.4452400674276344,2025-04-05 05:18:51.258174254,2025-04-05 16:00:00,2025-04-05 16:00:00,2025-04-05 18:00:00,0.0,0.0
KM JETLINER,KENDARI,2025-04-05 21:00:00,0.63843427668594,2025-04-05 05:40:39.278494334,2025-04-05 21:00:00,2025-04-05 21:00:00,2025-04-05 21:00:00,0.0,0.0
KM TILONGKABILA,GORONTALO,2025-04-05 17:00:00,0.4683880998587007,2025-04-05 05:45:31.268172208,2025-04-05 17:00:00,2025-04-05 17:00:00,2025-04-05 19:00:00,0.0,0.0
KM PANGRANGO,AMBON,2025-04-05 21:00:00,0.6240962503901313,2025-04-05 06:01:18.083966294,2025-04-05 21:00:00,2025-04-05 21:00:00,2025-04-06 17:00:00,0.0,0.0
KM KELIMUTU,KUMAI,2025-04-06 03:00:00,0.6468207652699052,2025-04-05 11:28:34.685880680,2025-04-06 03:00:00,2025-04-06 03:00:00,2025-04-06 11:00:00,0.0,0.0
KM TIDAR,MAUMERE,2025-04-05 20:00:00,0.3425981079039752,2025-04-05 11:46:39.523477098,2025-04-05 20:00:00,2025-04-05 20:00:00,2025-04-05 22:00:00,0.0,0.0
KM NGGAPULU,JAILOLO,2025-04-05 20:00:00,0.3106361722688803,2025-04-05 12:32:41.034715970,2025-04-05 20:00:00,2025-04-05 20:00:00,2025-04-05 22:00:00,0.0,0.0
KM KELUD,BATAM,2025-04-06 00:00:00,0.4680832977773136,2025-04-05 12:45:57.603072039,2025-04-06 00:00:00,2025-04-06 00:00:00,2025-04-06 04:00:00,0.0,0.0
KM JETLINER,KENDARI,2025-04-05 21:00:00,0.3352512266239086,2025-04-05 12:57:14.294019694,2025-04-05 21:00:00,2025-04-05 21:00:00,2025-04-06 07:00:00,0.0,0.0
KM SIRIMAU,WANCI,2025-04-06 01:00:00,0.4884128967589607,2025-04-05 13:16:41.125720026,2025-04-06 01:00:00,2025-04-06 01:00:00,2025-04-06 03:00:00,0.0,0.0
KM BINAIYA,BONTANG,2025-04-06 03:00:00,0.5238220462379353,2025-04-05 14:25:41.775205044,2025-04-06 03:00:00,2025-04-06 03:00:00,2025-04-06 06:00:00,0.0,0.0
KM LABOBAR,FAK-FAK,2025-04-06 06:00:00,0.6193622926344486,2025-04-05 15:08:07.097916383,2025-04-06 06:00:00,2025-04-06 06:00:00,2025-04-06 09:00:00,0.0,0.0
KM BK RAYA,TANJUNG PRIOK,2025-04-06 04:00:00,0.4218004573547157,2025-04-05 17:52:36.440484554,2025-04-06 04:00:00,2025-04-06 04:00:00,2025-04-07 04:00:00,0.0,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-04-06 07:00:00,0.5297410203203167,2025-04-05 18:17:10.375844324,2025-04-06 07:00:00,2025-04-06 07:00:00,2025-04-06 09:00:00,0.0,0.0
KM TILONGKABILA,LUWUK,2025-04-06 06:00:00,0.4823451933264976,2025-04-05 18:25:25.375296591,2025-04-06 06:00:00,2025-04-06 06:00:00,2025-04-06 08:00:00,0.0,0.0
KM LABOBAR,SORONG,2025-04-06 04:00:00,0.3665008245158998,2025-04-05 19:12:14.328761825,2025-04-06 09:00:00,2025-04-06 09:00:00,2025-04-07 05:00:00,5.0,0.0
KM SANGIANG,BANDA,2025-04-06 05:00:00,0.4007826169150453,2025-04-05 19:22:52.381898541,2025-04-06 05:00:00,2025-04-06 05:00:00,2025-04-06 07:00:00,0.0,0.0
KM SIRIMAU,BAU-BAU,2025-04-06 13:00:00,0.6989086789862142,2025-04-05 20:13:34.290135592,2025-04-06 13:00:00,2025-04-06 13:00:00,2025-04-06 17:00:00,0.0,0.0
KM NGGAPULU,BITUNG,2025-04-06 08:00:00,0.4615410825093802,2025-04-05 20:55:22.850471190,2025-04-06 08:00:00,2025-04-06 08:00:00,2025-04-06 12:00:00,0.0,0.0
KM GUNUNG DEMPO,SURABAYA,2025-04-06 07:00:00,0.4054072423520637,2025-04-05 21:16:12.814260780,2025-04-06 07:00:00,2025-04-06 07:00:00,2025-04-06 12:00:00,0.0,0.0
KM LAWIT,SURABAYA,2025-04-06 13:00:00,0.6451430135184296,2025-04-05 21:30:59.643632009,2025-04-06 13:00:00,2025-04-06 13:00:00,2025-04-06 16:00:00,0.0,0.0
KM AWU,SEMARANG,2025-04-06 07:00:00,0.3517224370110792,2025-04-05 22:33:31.181442243,2025-04-06 07:00:00,2025-04-06 07:00:00,2025-04-06 16:00:00,0.0,0.0
KM BK SIGUNTANG,PARE-PARE,2025-04-06 07:00:00,0.3479427267293696,2025-04-05 22:38:57.748410582,2025-04-06 07:00:00,2025-04-06 07:00:00,2025-04-06 11:00:00,0.0,0.0
KM SINABUNG,BIAK,2025-04-06 10:00:00,0.43678510163846,2025-04-05 23:31:01.767218438,2025-04-06 10:00:00,2025-04-06 10:00:00,2025-04-06 12:00:00,0.0,0.0
KM TIDAR,BAU-BAU,2025-04-06 11:00:00,0.4480203117293206,2025-04-06 00:14:51.045066586,2025-04-06 11:00:00,2025-04-06 17:00:00,2025-04-06 19:00:00,6.0,6.0
KM LEUSER,SEMARANG,2025-04-06 16:00:00,0.6374615484413284,2025-04-06 00:42:03.322214669,2025-04-06 16:00:00,2025-04-06 16:00:00,2025-04-07 01:00:00,0.0,0.0
KM EGON,BATULICIN,2025-04-06 17:00:00,0.6565587704418772,2025-04-06 01:14:33.322233822,2025-04-06 17:00:00,2025-04-06 17:00:00,2025-04-06 22:00:00,0.0,0.0
KM SANGIANG,GESER,2025-04-06 17:00:00,0.5598338820396926,2025-04-06 03:33:50.352591770,2025-04-06 17:00:00,2025-04-06 17:00:00,2025-04-06 19:00:00,0.0,0.0
KM WILIS,BATULICIN,2025-04-06 15:00:00,0.3988204903480325,2025-04-06 05:25:41.909633930,2025-04-06 15:00:00,2025-04-06 22:00:00,2025-04-08 14:00:00,7.0,7.0
KM JETLINER,WANCI,2025-04-06 20:00:00,0.5916590598153175,2025-04-06 05:48:00.657231956,2025-04-06 20:00:00,2025-04-06 20:00:00,2025-04-06 22:00:00,0.0,0.0
KM NGGAPULU,JAILOLO,2025-04-06 22:00:00,0.6306152634968545,2025-04-06 06:51:54.841233871,2025-04-06 22:00:00,2025-04-06 22:00:00,2025-04-07 00:00:00,0.0,0.0
KM TATAMAILAU,TIMIKA,2025-04-06 16:00:00,0.373733229274647,2025-04-06 07:01:49.448990669,2025-04-06 16:00:00,2025-04-06 16:00:00,2025-04-06 18:00:00,0.0,0.0
KM LABOBAR,MANOKWARI,2025-04-06 21:00:00,0.473183697597606,2025-04-06 09:38:36.928527566,2025-04-07 05:00:00,2025-04-07 05:00:00,2025-04-07 14:00:00,8.0,0.0
KM SINABUNG,MANOKWARI,2025-04-06 22:00:00,0.5118405681240757,2025-04-06 09:42:56.974914080,2025-04-06 22:00:00,2025-04-07 14:00:00,2025-04-07 16:00:00,16.0,16.0
KM BK SIGUNTANG,BALIKPAPAN,2025-04-07 02:00:00,0.6621691888056018,2025-04-06 10:06:28.582087198,2025-04-07 02:00:00,2025-04-07 02:00:00,2025-04-07 04:00:00,0.0,0.0
