Ship,Port,Planned_ETA,Actual_RTA,Actual_ETD,Delay_Hours
KM SANGIANG,BANDA,2025-04-19 07:00:00,2025-04-19 07:00:00,2025-04-19 09:00:00,0.0
KM TIDAR,LARANTUKA,2025-04-19 07:00:00,2025-04-19 07:00:00,2025-04-19 09:00:00,0.0
KM BK SIGUNTANG,MAKASSAR,2025-04-19 07:00:00,2025-04-20 02:00:00,2025-04-20 02:00:00,0.0
KM LEUSER,SURABAYA,2025-04-19 11:00:00,2025-04-19 11:00:00,2025-04-19 14:00:00,0.0
KM SINABUNG,MANOKWARI,2025-04-19 12:00:00,2025-04-19 12:00:00,2025-04-19 14:00:00,0.0
KM LAWIT,SAMPIT,2025-04-19 12:00:00,2025-04-19 12:00:00,2025-04-20 09:00:00,0.0
KM DOBONSOLO,NABIRE,2025-04-19 13:00:00,2025-04-19 13:00:00,2025-04-19 15:00:00,0.0
KM TIDAR,MAUMERE,2025-04-19 15:00:00,2025-04-19 15:00:00,2025-04-19 17:00:00,0.0
KM BINAIYA,BONTANG,2025-04-19 15:00:00,2025-04-19 15:00:00,2025-04-19 23:00:00,0.0
KM SIRIMAU,TIMIKA,2025-04-19 15:00:00,2025-04-19 15:00:00,2025-04-19 17:00:00,0.0
KM NGGAPULU,BITUNG,2025-04-19 16:00:00,2025-04-19 16:00:00,2025-04-20 11:00:00,0.0
KM GUNUNG DEMPO,TANJUNG PRIOK,2025-04-19 16:00:00,2025-04-19 16:00:00,2025-04-20 03:00:00,0.0
KM GUNUNG DEMPO,TANJUNG PRIOK,2025-04-19 16:00:00,2025-04-20 03:00:00,2025-04-20 03:00:00,0.0
KM LABOBAR,MAKASSAR,2025-04-19 19:00:00,2025-04-20 02:00:00,2025-04-20 05:00:00,7.0
KM SANGIANG,GESER,2025-04-19 19:00:00,2025-04-19 19:00:00,2025-04-19 21:00:00,0.0
KM WILIS,WAINGAPU,2025-04-19 19:00:00,2025-04-19 19:00:00,2025-04-19 21:00:00,0.0
KM PANGRANGO,AMBON,2025-04-19 21:00:00,2025-04-19 21:00:00,2025-04-20 17:00:00,0.0
KM JETLINER,KENDARI,2025-04-19 21:00:00,2025-04-19 21:00:00,2025-04-20 07:00:00,0.0
KM JETLINER,KENDARI,2025-04-19 21:00:00,2025-04-20 07:00:00,2025-04-20 07:00:00,0.0
KM TILONGKABILA,BAU-BAU,2025-04-19 22:00:00,2025-04-19 22:00:00,2025-04-20 00:00:00,0.0
KM SINABUNG,BIAK,2025-04-19 23:00:00,2025-04-19 23:00:00,2025-04-20 01:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-04-20 02:00:00,2025-04-20 02:00:00,2025-04-20 04:00:00,0.0
KM BK RAYA,KUMAI,2025-04-20 02:00:00,2025-04-20 02:00:00,2025-04-20 04:00:00,0.0
KM DOBONSOLO,MANOKWARI,2025-04-20 02:00:00,2025-04-20 02:00:00,2025-04-20 05:00:00,0.0
KM TILONGKABILA,RAHA,2025-04-20 04:00:00,2025-04-20 04:00:00,2025-04-20 06:00:00,0.0
KM TIDAR,BAU-BAU,2025-04-20 06:00:00,2025-04-20 06:00:00,2025-04-20 09:00:00,0.0
KM AWU,KUMAI,2025-04-20 06:00:00,2025-04-20 06:00:00,2025-04-20 06:00:00,0.0
KM WILIS,WAIKELO,2025-04-20 06:00:00,2025-04-20 06:00:00,2025-04-20 07:00:00,0.0
KM AWU,KUMAI,2025-04-20 06:00:00,2025-04-20 06:00:00,2025-04-20 10:00:00,0.0
KM KELUD,TANJUNG PRIOK,2025-04-20 06:00:00,2025-04-20 06:00:00,2025-04-20 06:00:00,0.0
KM KELUD,TANJUNG PRIOK,2025-04-20 06:00:00,2025-04-20 06:00:00,2025-04-20 19:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-04-20 07:00:00,2025-04-20 07:00:00,2025-04-20 11:00:00,0.0
KM DOROLONDA,PANTOLOAN,2025-04-20 08:00:00,2025-04-20 08:00:00,2025-04-20 10:00:00,0.0
KM SANGIANG,FAK-FAK,2025-04-20 09:00:00,2025-04-20 09:00:00,2025-04-21 16:00:00,0.0
KM TATAMAILAU,SORONG,2025-04-20 12:00:00,2025-04-20 12:00:00,2025-04-20 14:00:00,0.0
KM TILONGKABILA,KENDARI,2025-04-20 12:00:00,2025-04-20 12:00:00,2025-04-20 16:00:00,0.0
KM SIRIMAU,DOBO,2025-04-20 13:00:00,2025-04-20 13:00:00,2025-04-20 15:00:00,0.0
KM LABOBAR,BAU-BAU,2025-04-20 14:00:00,2025-04-20 14:00:00,2025-04-20 16:00:00,0.0
KM WILIS,BIMA,2025-04-20 18:00:00,2025-04-20 18:00:00,2025-04-20 20:00:00,0.0
KM LEUSER,KUMAI,2025-04-20 18:00:00,2025-04-20 18:00:00,2025-04-21 06:00:00,0.0
KM LAMBELU,PARE-PARE,2025-04-20 20:00:00,2025-04-20 20:00:00,2025-04-20 22:00:00,0.0
KM JETLINER,WANCI,2025-04-20 20:00:00,2025-04-20 20:00:00,2025-04-20 22:00:00,0.0
KM NGGAPULU,TERNATE,2025-04-20 21:00:00,2025-04-20 21:00:00,2025-04-20 23:00:00,0.0
KM DOBONSOLO,SORONG,2025-04-20 21:00:00,2025-04-20 21:00:00,2025-04-21 00:00:00,0.0
KM SINABUNG,JAYAPURA,2025-04-20 22:00:00,2025-04-20 22:00:00,2025-04-21 04:00:00,0.0
KM DOROLONDA,BALIKPAPAN,2025-04-20 22:00:00,2025-04-20 22:00:00,2025-04-21 00:00:00,0.0
KM CIREMAI,BAU-BAU,2025-04-21 00:00:00,2025-04-21 00:00:00,2025-04-21 03:00:00,0.0
KM BK RAYA,SEMARANG,2025-04-21 01:00:00,2025-04-21 01:00:00,2025-04-21 11:00:00,0.0
KM BK RAYA,SEMARANG,2025-04-21 01:00:00,2025-04-21 11:00:00,2025-04-21 11:00:00,0.0
KM BINAIYA,PARE-PARE,2025-04-21 02:00:00,2025-04-21 02:00:00,2025-04-21 04:00:00,0.0
KM TIDAR,MAKASSAR,2025-04-21 02:00:00,2025-04-21 02:00:00,2025-04-21 06:00:00,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-04-21 02:00:00,2025-04-21 02:00:00,2025-04-21 04:00:00,0.0
KM LAMBELU,MAKASSAR,2025-04-21 03:00:00,2025-04-21 06:00:00,2025-04-21 06:00:00,3.0
KM GUNUNG DEMPO,SURABAYA,2025-04-21 03:00:00,2025-04-21 03:00:00,2025-04-21 07:00:00,0.0
KM SIRIMAU,TUAL,2025-04-21 03:00:00,2025-04-21 03:00:00,2025-04-21 08:00:00,0.0
KM LAMBELU,MAKASSAR,2025-04-21 03:00:00,2025-04-21 06:00:00,2025-04-21 11:00:00,0.0
KM WILIS,LABUAN BAJO,2025-04-21 05:00:00,2025-04-21 05:00:00,2025-04-21 06:00:00,0.0
KM PANGRANGO,BANDA,2025-04-21 07:00:00,2025-04-21 07:00:00,2025-04-21 09:00:00,0.0
KM TATAMAILAU,FAK-FAK,2025-04-21 08:00:00,2025-04-21 16:00:00,2025-04-21 17:00:00,8.0
KM TILONGKABILA,LUWUK,2025-04-21 09:00:00,2025-04-21 09:00:00,2025-04-21 12:00:00,0.0
KM BINAIYA,MAKASSAR,2025-04-21 10:00:00,2025-04-21 11:00:00,2025-04-21 16:00:00,1.0
KM JETLINER,KENDARI,2025-04-21 11:00:00,2025-04-21 11:00:00,2025-04-21 17:00:00,0.0
KM LAMBELU,PARE-PARE,2025-04-21 13:00:00,2025-04-21 13:00:00,2025-04-21 16:00:00,0.0
KM LAWIT,SURABAYA,2025-04-21 13:00:00,2025-04-21 13:00:00,2025-04-21 15:00:00,0.0
KM AWU,SURABAYA,2025-04-21 15:00:00,2025-04-21 15:00:00,2025-04-21 21:00:00,0.0
KM LABOBAR,AMBON,2025-04-21 17:00:00,2025-04-21 17:00:00,2025-04-21 20:00:00,0.0
KM NGGAPULU,AMBON,2025-04-21 20:00:00,2025-04-21 20:00:00,2025-04-22 00:00:00,0.0
KM CIREMAI,MAKASSAR,2025-04-21 20:00:00,2025-04-21 20:00:00,2025-04-21 23:00:00,0.0
KM KELIMUTU,PONTIANAK,2025-04-21 22:00:00,2025-04-21 22:00:00,2025-04-22 00:00:00,0.0
KM TATAMAILAU,KAIMANA,2025-04-21 23:00:00,2025-04-21 23:00:00,2025-04-22 00:00:00,0.0
KM DOBONSOLO,AMBON,2025-04-21 23:00:00,2025-04-22 00:00:00,2025-04-22 03:00:00,1.0
KM TILONGKABILA,GORONTALO,2025-04-21 23:00:00,2025-04-21 23:00:00,2025-04-22 01:00:00,0.0
KM SINABUNG,BIAK,2025-04-22 01:00:00,2025-04-22 01:00:00,2025-04-22 03:00:00,0.0
KM KELUD,BATAM,2025-04-22 02:00:00,2025-04-22 02:00:00,2025-04-22 06:00:00,0.0
KM LABOBAR,BANDA,2025-04-22 04:00:00,2025-04-22 04:00:00,2025-04-22 06:00:00,0.0
KM BK SIGUNTANG,TARAKAN,2025-04-22 05:00:00,2025-04-22 05:00:00,2025-04-22 09:00:00,0.0
KM SIRIMAU,SAUMLAKI,2025-04-22 05:00:00,2025-04-22 05:00:00,2025-04-22 07:00:00,0.0
KM SANGIANG,GESER,2025-04-22 05:00:00,2025-04-22 05:00:00,2025-04-22 07:00:00,0.0
KM WILIS,MAKASSAR,2025-04-22 06:00:00,2025-04-22 06:00:00,2025-04-22 09:00:00,0.0
KM JETLINER,WANCI,2025-04-22 06:00:00,2025-04-22 06:00:00,2025-04-22 08:00:00,0.0
KM DOROLONDA,SURABAYA,2025-04-22 07:00:00,2025-04-22 07:00:00,2025-04-22 20:00:00,0.0
KM DOROLONDA,SURABAYA,2025-04-22 07:00:00,2025-04-22 20:00:00,2025-04-22 20:00:00,0.0
KM LEUSER,SEMARANG,2025-04-22 07:00:00,2025-04-22 07:00:00,2025-04-22 12:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-04-22 08:00:00,2025-04-22 08:00:00,2025-04-22 10:00:00,0.0
KM BK RAYA,KUMAI,2025-04-22 09:00:00,2025-04-22 09:00:00,2025-04-22 12:00:00,0.0
KM GUNUNG DEMPO,MAKASSAR,2025-04-22 09:00:00,2025-04-22 09:00:00,2025-04-22 12:00:00,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-04-22 10:00:00,2025-04-22 10:00:00,2025-04-22 12:00:00,0.0
KM BINAIYA,LABUAN BAJO,2025-04-22 11:00:00,2025-04-22 11:00:00,2025-04-22 13:00:00,0.0
KM PANGRANGO,SAUMLAKI,2025-04-22 12:00:00,2025-04-22 12:00:00,2025-04-22 16:00:00,0.0
KM TATAMAILAU,TUAL,2025-04-22 13:00:00,2025-04-22 13:00:00,2025-04-22 16:00:00,0.0
KM SINABUNG,MANOKWARI,2025-04-22 13:00:00,2025-04-22 13:00:00,2025-04-22 15:00:00,0.0
KM TIDAR,SURABAYA,2025-04-22 14:00:00,2025-04-22 20:00:00,2025-04-22 22:00:00,6.0
KM BK SIGUNTANG,NUNUKAN,2025-04-22 15:00:00,2025-04-22 15:00:00,2025-04-22 18:00:00,0.0
KM TILONGKABILA,BITUNG,2025-04-22 16:00:00,2025-04-22 16:00:00,2025-04-23 06:00:00,0.0
KM SANGIANG,BANDA,2025-04-22 17:00:00,2025-04-22 17:00:00,2025-04-22 19:00:00,0.0
KM LABOBAR,TUAL,2025-04-22 19:00:00,2025-04-22 19:00:00,2025-04-22 22:00:00,0.0
KM LAWIT,KUMAI,2025-04-22 19:00:00,2025-04-22 19:00:00,2025-04-22 23:00:00,0.0
KM KELIMUTU,TANJUNG PANDAN,2025-04-22 20:00:00,2025-04-22 20:00:00,2025-04-22 22:00:00,0.0
KM BINAIYA,BIMA,2025-04-22 21:00:00,2025-04-22 21:00:00,2025-04-22 22:00:00,0.0
KM NGGAPULU,TERNATE,2025-04-22 21:00:00,2025-04-22 21:00:00,2025-04-23 00:00:00,0.0
KM JETLINER,KENDARI,2025-04-22 21:00:00,2025-04-22 21:00:00,2025-04-22 23:00:00,0.0
KM AWU,BENOA,2025-04-23 00:00:00,2025-04-23 00:00:00,2025-04-23 05:00:00,0.0
KM LABOBAR,DOBO,2025-04-23 05:00:00,2025-04-23 05:00:00,2025-04-23 08:00:00,0.0
KM DOBONSOLO,BAU-BAU,2025-04-23 06:00:00,2025-04-23 06:00:00,2025-04-23 08:00:00,0.0
KM SINABUNG,SORONG,2025-04-23 06:00:00,2025-04-23 06:00:00,2025-04-23 08:00:00,0.0
KM JETLINER,RAHA,2025-04-23 07:00:00,2025-04-23 07:00:00,2025-04-23 08:00:00,0.0
KM CIREMAI,SURABAYA,2025-04-23 08:00:00,2025-04-23 08:00:00,2025-04-23 10:00:00,0.0
KM KELUD,BELAWAN,2025-04-23 09:00:00,2025-04-23 09:00:00,2025-04-23 13:00:00,0.0
KM NGGAPULU,BITUNG,2025-04-23 10:00:00,2025-04-23 10:00:00,2025-04-24 00:00:00,0.0
KM LAMBELU,TARAKAN,2025-04-23 12:00:00,2025-04-23 12:00:00,2025-04-23 15:00:00,0.0
KM LEUSER,KUMAI,2025-04-23 13:00:00,2025-04-23 13:00:00,2025-04-23 16:00:00,0.0
KM SANGIANG,AMBON,2025-04-23 13:00:00,2025-04-23 13:00:00,2025-04-24 00:00:00,0.0
KM BK RAYA,SURABAYA,2025-04-23 14:00:00,2025-04-23 14:00:00,2025-04-23 20:00:00,0.0
KM WILIS,BATULICIN,2025-04-23 15:00:00,2025-04-23 15:00:00,2025-04-23 18:00:00,0.0
KM WILIS,BATULICIN,2025-04-23 15:00:00,2025-04-23 18:00:00,2025-04-23 18:00:00,0.0
KM KELIMUTU,TANJUNG PRIOK,2025-04-23 16:00:00,2025-04-23 16:00:00,2025-04-23 16:00:00,0.0
KM TATAMAILAU,TIMIKA,2025-04-23 16:00:00,2025-04-23 16:00:00,2025-04-23 18:00:00,0.0
KM JETLINER,KENDARI,2025-04-23 16:00:00,2025-04-23 16:00:00,2025-04-23 18:00:00,0.0
KM LABOBAR,KAIMANA,2025-04-23 17:00:00,2025-04-23 17:00:00,2025-04-23 20:00:00,0.0
KM PANGRANGO,BANDA,2025-04-23 20:00:00,2025-04-23 20:00:00,2025-04-23 22:00:00,0.0
KM BINAIYA,BENOA,2025-04-23 21:00:00,2025-04-23 21:00:00,2025-04-24 01:00:00,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-04-23 21:00:00,2025-04-23 21:00:00,2025-04-23 23:00:00,0.0
KM TIDAR,TANJUNG PRIOK,2025-04-23 21:00:00,2025-04-23 21:00:00,2025-04-23 23:00:00,0.0
KM TILONGKABILA,GORONTALO,2025-04-23 21:00:00,2025-04-23 21:00:00,2025-04-23 23:00:00,0.0
KM SINABUNG,BACAN,2025-04-24 00:00:00,2025-04-24 00:00:00,2025-04-24 01:00:00,0.0
KM LAWIT,SEMARANG,2025-04-24 01:00:00,2025-04-24 01:00:00,2025-04-24 04:00:00,0.0
KM DOBONSOLO,MAKASSAR,2025-04-24 01:00:00,2025-04-24 01:00:00,2025-04-24 04:00:00,0.0
KM DOROLONDA,MAKASSAR,2025-04-24 01:00:00,2025-04-24 04:00:00,2025-04-24 08:00:00,3.0
KM AWU,BIMA,2025-04-24 02:00:00,2025-04-24 02:00:00,2025-04-24 04:00:00,0.0
KM LABOBAR,FAK-FAK,2025-04-24 06:00:00,2025-04-24 06:00:00,2025-04-24 10:00:00,0.0
KM SIRIMAU,KALABAHI,2025-04-24 06:00:00,2025-04-24 06:00:00,2025-04-24 08:00:00,0.0
KM TATAMAILAU,AGATS,2025-04-24 07:00:00,2025-04-24 07:00:00,2025-04-24 09:00:00,0.0
KM JETLINER,WANCI,2025-04-24 07:00:00,2025-04-24 07:00:00,2025-04-24 09:00:00,0.0
KM SINABUNG,TERNATE,2025-04-24 08:00:00,2025-04-24 08:00:00,2025-04-24 10:00:00,0.0
KM TILONGKABILA,LUWUK,2025-04-24 10:00:00,2025-04-24 10:00:00,2025-04-24 12:00:00,0.0
KM NGGAPULU,JAILOLO,2025-04-24 10:00:00,2025-04-24 10:00:00,2025-04-24 12:00:00,0.0
KM KELUD,BATAM,2025-04-24 11:00:00,2025-04-24 11:00:00,2025-04-24 17:00:00,0.0
KM SANGIANG,NAMLEA,2025-04-24 11:00:00,2025-04-24 11:00:00,2025-04-24 16:00:00,0.0
KM PANGRANGO,AMBON,2025-04-24 12:00:00,2025-04-24 12:00:00,2025-04-24 12:00:00,0.0
KM CIREMAI,TANJUNG PRIOK,2025-04-24 13:00:00,2025-04-24 13:00:00,2025-04-24 13:00:00,0.0
KM GUNUNG DEMPO,SORONG,2025-04-24 14:00:00,2025-04-24 14:00:00,2025-04-24 17:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-04-24 14:00:00,2025-04-24 14:00:00,2025-04-24 18:00:00,0.0
KM NGGAPULU,TERNATE,2025-04-24 14:00:00,2025-04-24 14:00:00,2025-04-24 16:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-04-24 17:00:00,2025-04-24 17:00:00,2025-04-24 19:00:00,0.0
KM AWU,WAINGAPU,2025-04-24 18:00:00,2025-04-24 18:00:00,2025-04-24 21:00:00,0.0
KM LEUSER,SURABAYA,2025-04-24 19:00:00,2025-04-24 19:00:00,2025-04-24 23:00:00,0.0
KM DOROLONDA,BAU-BAU,2025-04-24 20:00:00,2025-04-24 20:00:00,2025-04-24 23:00:00,0.0
KM SINABUNG,BITUNG,2025-04-24 20:00:00,2025-04-24 20:00:00,2025-04-24 23:00:00,0.0
KM JETLINER,KENDARI,2025-04-24 22:00:00,2025-04-24 22:00:00,2025-04-25 17:00:00,0.0
KM SIRIMAU,KUPANG,2025-04-24 23:00:00,2025-04-24 23:00:00,2025-04-25 06:00:00,0.0
KM BK SIGUNTANG,MAKASSAR,2025-04-24 23:00:00,2025-04-24 23:00:00,2025-04-25 02:00:00,0.0
KM LABOBAR,SORONG,2025-04-24 23:00:00,2025-04-24 23:00:00,2025-04-25 06:00:00,0.0
KM BINAIYA,BIMA,2025-04-25 00:00:00,2025-04-25 00:00:00,2025-04-25 03:00:00,0.0
KM WILIS,MAKASSAR,2025-04-25 00:00:00,2025-04-25 02:00:00,2025-04-25 10:00:00,2.0
KM GUNUNG DEMPO,MANOKWARI,2025-04-25 05:00:00,2025-04-25 05:00:00,2025-04-25 07:00:00,0.0
KM AWU,ENDE,2025-04-25 06:00:00,2025-04-25 06:00:00,2025-04-25 08:00:00,0.0
KM SANGIANG,SANANA,2025-04-25 06:00:00,2025-04-25 06:00:00,2025-04-25 08:00:00,0.0
KM TILONGKABILA,KENDARI,2025-04-25 06:00:00,2025-04-25 17:00:00,2025-04-25 21:00:00,11.0
KM TIDAR,KIJANG,2025-04-25 09:00:00,2025-04-25 09:00:00,2025-04-25 09:00:00,0.0
KM LAMBELU,PARE-PARE,2025-04-25 11:00:00,2025-04-25 11:00:00,2025-04-25 13:00:00,0.0
KM DOBONSOLO,SURABAYA,2025-04-25 12:00:00,2025-04-25 12:00:00,2025-04-25 14:00:00,0.0
KM NGGAPULU,AMBON,2025-04-25 13:00:00,2025-04-25 13:00:00,2025-04-25 16:00:00,0.0
KM GUNUNG DEMPO,WASIOR,2025-04-25 14:00:00,2025-04-25 14:00:00,2025-04-25 15:00:00,0.0
KM LABOBAR,MANOKWARI,2025-04-25 15:00:00,2025-04-25 15:00:00,2025-04-25 18:00:00,0.0
KM KELUD,BELAWAN,2025-04-25 15:00:00,2025-04-25 15:00:00,2025-04-26 10:00:00,0.0
KM SINABUNG,BANGGAI,2025-04-25 15:00:00,2025-04-25 15:00:00,2025-04-25 17:00:00,0.0
KM LAWIT,SAMPIT,2025-04-25 16:00:00,2025-04-25 16:00:00,2025-04-26 12:00:00,0.0
KM TILONGKABILA,RAHA,2025-04-25 17:00:00,2025-04-25 21:00:00,2025-04-25 23:00:00,0.0
KM BINAIYA,WAINGAPU,2025-04-25 17:00:00,2025-04-25 17:00:00,2025-04-25 19:00:00,0.0
KM LAMBELU,MAKASSAR,2025-04-25 18:00:00,2025-04-25 18:00:00,2025-04-25 22:00:00,0.0
KM SIRIMAU,LEWOLEBA,2025-04-25 19:00:00,2025-04-25 19:00:00,2025-04-25 21:00:00,0.0
KM BK SIGUNTANG,MAUMERE,2025-04-25 20:00:00,2025-04-25 20:00:00,2025-04-25 22:00:00,0.0
KM AWU,KUPANG,2025-04-25 21:00:00,2025-04-25 21:00:00,2025-04-26 00:00:00,0.0
KM NGGAPULU,NAMLEA,2025-04-25 22:00:00,2025-04-25 22:00:00,2025-04-26 00:00:00,0.0
KM GUNUNG DEMPO,NABIRE,2025-04-25 22:00:00,2025-04-25 22:00:00,2025-04-26 00:00:00,0.0
KM DOROLONDA,NAMLEA,2025-04-25 23:00:00,2025-04-26 00:00:00,2025-04-26 02:00:00,1.0
KM TILONGKABILA,BAU-BAU,2025-04-26 00:00:00,2025-04-26 00:00:00,2025-04-26 04:00:00,0.0
KM LEUSER,KUMAI,2025-04-26 03:00:00,2025-04-26 03:00:00,2025-04-26 06:00:00,0.0
KM TATAMAILAU,MERAUKE,2025-04-26 03:00:00,2025-04-26 03:00:00,2025-04-26 14:00:00,0.0
KM BK RAYA,PONTIANAK,2025-04-26 03:00:00,2025-04-26 03:00:00,2025-04-26 05:00:00,0.0
KM BINAIYA,ENDE,2025-04-26 04:00:00,2025-04-26 04:00:00,2025-04-26 06:00:00,0.0
KM BK SIGUNTANG,LEWOLEBA,2025-04-26 04:00:00,2025-04-26 04:00:00,2025-04-26 06:00:00,0.0
KM SANGIANG,BACAN,2025-04-26 05:00:00,2025-04-26 05:00:00,2025-04-26 07:00:00,0.0
KM LABOBAR,NABIRE,2025-04-26 05:00:00,2025-04-26 05:00:00,2025-04-26 08:00:00,0.0
KM DOROLONDA,AMBON,2025-04-26 06:00:00,2025-04-26 06:00:00,2025-04-26 09:00:00,0.0
KM JETLINER,WANCI,2025-04-26 06:00:00,2025-04-26 06:00:00,2025-04-26 08:00:00,0.0
KM WILIS,LABUAN BAJO,2025-04-26 08:00:00,2025-04-26 08:00:00,2025-04-26 09:00:00,0.0
KM SIRIMAU,MAUMERE,2025-04-26 10:00:00,2025-04-26 10:00:00,2025-04-26 12:00:00,0.0
KM SINABUNG,BAU-BAU,2025-04-26 10:00:00,2025-04-26 10:00:00,2025-04-26 12:00:00,0.0
KM AWU,KALABAHI,2025-04-26 13:00:00,2025-04-26 13:00:00,2025-04-26 15:00:00,0.0
KM BK SIGUNTANG,KUPANG,2025-04-26 13:00:00,2025-04-26 13:00:00,2025-04-26 18:00:00,0.0
KM LABOBAR,WASIOR,2025-04-26 15:00:00,2025-04-26 15:00:00,2025-04-26 17:00:00,0.0
KM WILIS,BIMA,2025-04-26 18:00:00,2025-04-26 18:00:00,2025-04-26 19:00:00,0.0
KM DOBONSOLO,TANJUNG PRIOK,2025-04-26 19:00:00,2025-04-26 19:00:00,2025-04-26 19:00:00,0.0
KM BINAIYA,KUPANG,2025-04-26 19:00:00,2025-04-26 19:00:00,2025-04-26 23:00:00,0.0
KM SANGIANG,TERNATE,2025-04-26 19:00:00,2025-04-26 19:00:00,2025-04-26 21:00:00,0.0
KM BK RAYA,SERASAN,2025-04-26 20:00:00,2025-04-26 20:00:00,2025-04-26 21:00:00,0.0
KM GUNUNG DEMPO,JAYAPURA,2025-04-26 21:00:00,2025-04-26 21:00:00,2025-04-27 03:00:00,0.0
KM JETLINER,KENDARI,2025-04-26 21:00:00,2025-04-26 21:00:00,2025-04-26 21:00:00,0.0
KM JETLINER,KENDARI,2025-04-26 21:00:00,2025-04-26 21:00:00,2025-04-27 05:00:00,0.0
KM BK SIGUNTANG,LEWOLEBA,2025-04-27 01:00:00,2025-04-27 01:00:00,2025-04-27 03:00:00,0.0
KM NGGAPULU,BAU-BAU,2025-04-27 01:00:00,2025-04-27 01:00:00,2025-04-27 03:00:00,0.0
KM LABOBAR,MANOKWARI,2025-04-27 01:00:00,2025-04-27 01:00:00,2025-04-27 04:00:00,0.0
KM TILONGKABILA,MAKASSAR,2025-04-27 02:00:00,2025-04-27 02:00:00,2025-04-27 09:00:00,0.0
KM AWU,KUPANG,2025-04-27 04:00:00,2025-04-27 04:00:00,2025-04-27 07:00:00,0.0
KM BK RAYA,MIDAI,2025-04-27 05:00:00,2025-04-27 05:00:00,2025-04-27 06:00:00,0.0
KM SINABUNG,MAKASSAR,2025-04-27 05:00:00,2025-04-27 09:00:00,2025-04-27 11:00:00,4.0
KM DOROLONDA,SORONG,2025-04-27 05:00:00,2025-04-27 05:00:00,2025-04-27 08:00:00,0.0
KM WILIS,WAIKELO,2025-04-27 06:00:00,2025-04-27 06:00:00,2025-04-27 07:00:00,0.0
KM KELUD,BATAM,2025-04-27 08:00:00,2025-04-27 08:00:00,2025-04-27 11:00:00,0.0
KM SIRIMAU,BAU-BAU,2025-04-27 08:00:00,2025-04-27 08:00:00,2025-04-27 11:00:00,0.0
KM BK SIGUNTANG,MAUMERE,2025-04-27 09:00:00,2025-04-27 09:00:00,2025-04-27 11:00:00,0.0
KM LEUSER,SURABAYA,2025-04-27 09:00:00,2025-04-27 09:00:00,2025-04-27 09:00:00,0.0
KM BK RAYA,NATUNA,2025-04-27 10:00:00,2025-04-27 10:00:00,2025-04-27 12:00:00,0.0
KM BINAIYA,ENDE,2025-04-27 12:00:00,2025-04-27 12:00:00,2025-04-27 14:00:00,0.0
KM WILIS,WAINGAPU,2025-04-27 16:00:00,2025-04-27 16:00:00,2025-04-27 20:00:00,0.0
KM LAWIT,SURABAYA,2025-04-27 16:00:00,2025-04-27 16:00:00,2025-04-27 16:00:00,0.0
KM SANGIANG,BITUNG,2025-04-27 17:00:00,2025-04-27 17:00:00,2025-04-27 17:00:00,0.0
KM LABOBAR,SORONG,2025-04-27 17:00:00,2025-04-27 17:00:00,2025-04-27 21:00:00,0.0
KM JETLINER,WANCI,2025-04-27 18:00:00,2025-04-27 18:00:00,2025-04-27 20:00:00,0.0
KM LAMBELU,TANJUNG PRIOK,2025-04-27 18:00:00,2025-04-27 18:00:00,2025-04-27 18:00:00,0.0
KM NGGAPULU,MAKASSAR,2025-04-27 19:00:00,2025-04-27 19:00:00,2025-04-27 22:00:00,0.0
KM AWU,ENDE,2025-04-27 20:00:00,2025-04-27 20:00:00,2025-04-27 22:00:00,0.0
KM SIRIMAU,WANCI,2025-04-27 20:00:00,2025-04-27 20:00:00,2025-04-27 22:00:00,0.0
KM DOROLONDA,MANOKWARI,2025-04-27 21:00:00,2025-04-27 21:00:00,2025-04-27 23:00:00,0.0
KM BK RAYA,TAREMPA,2025-04-27 22:00:00,2025-04-27 22:00:00,2025-04-28 00:00:00,0.0
KM BINAIYA,WAINGAPU,2025-04-27 23:00:00,2025-04-27 23:00:00,2025-04-28 01:00:00,0.0
KM GUNUNG DEMPO,NABIRE,2025-04-28 02:00:00,2025-04-28 02:00:00,2025-04-28 04:00:00,0.0
KM TATAMAILAU,AGATS,2025-04-28 03:00:00,2025-04-28 03:00:00,2025-04-28 05:00:00,0.0
KM BK RAYA,LETUNG,2025-04-28 05:00:00,2025-04-28 05:00:00,2025-04-28 06:00:00,0.0
KM BK SIGUNTANG,MAKASSAR,2025-04-28 05:00:00,2025-04-28 05:00:00,2025-04-28 11:00:00,0.0
KM TILONGKABILA,LABUAN BAJO,2025-04-28 06:00:00,2025-04-28 06:00:00,2025-04-28 10:00:00,0.0
KM AWU,WAINGAPU,2025-04-28 07:00:00,2025-04-28 07:00:00,2025-04-28 10:00:00,0.0
KM WILIS,ENDE,2025-04-28 07:00:00,2025-04-28 07:00:00,2025-04-28 09:00:00,0.0
KM JETLINER,KENDARI,2025-04-28 09:00:00,2025-04-28 09:00:00,2025-04-28 17:00:00,0.0
